INDEX,Unnamed: 1,Unnamed: 2,2. DOMESTIC TOURISM: Trips,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
132,2.3,132-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2.1,116-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,7761,5828,6729,7022,7563,7811,8254,8519,9004,9679,10642,10864,11060,11320,7227.9,4663.1,13934,
116,2.2,116-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
116,2.3,116-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.1,120-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9550,..,..,..,..,
120,2.2,120-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6432,..,..,..,..,
120,2.3,120-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3118,..,..,..,..,
124,0,124-0,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2017: Travel Survey of Residents of Canada. 2018: change in the methodology. From 2018: National Travel Survey. The data are not comparable with those of previous years.
124,2.1,124-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,208165,214559,214498,227121,229158,317021,316254,320266.3,318208.7,315745.7,319315,325808.2,278060,275418,198032,202993.2,258830.5,
124,2.2,124-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,87327,88541,87647,91386,92143,105743,108393,108924.5,108646.5,109804.8,113052.6,115036.7,95445,93665,68247,69461,90833,
124,2.3,124-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,120838,126017,126851,135735,137016,211278,207861,211341.8,209562.2,205940.9,206262.4,210771.6,182615,181753,129785,133532,167997.5,
136,0,136-0,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2.1,136-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
136,2.2,136-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
136,2.3,136-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
140,0,140-0,CENTRAL AFRICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.1,140-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
140,2.2,140-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
140,2.3,140-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2.1,148-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2,..,..,
148,2.2,148-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,10.7,..,
148,2.3,148-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2016: change in the methodology. The data are not comparable with those of previous years.
152,2.1,152-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40178,41423,42867,44585,44270,45806,63772.78627680821,73343.70822572029,74459.31844783423,54425.23622135072,68516.31475693644,85879.40117495798,
152,2.2,152-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20740,20506,21531,22823,21813,22570,46016.37586362426,52973.666004832776,53748.581127915626,39322.78386933118,49201.29601546767,61092.787,
152,2.3,152-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19438,20917,21335,21762,22457,23236,17756.41041318396,20370.042220887506,20710.737319918604,15102.452352019545,19315.01874146877,24786.614174957977,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2.1,156-2.1,,,Total trips,,,Thousands,,629000,640000,644000,695000,719000,744000,784000,878000,870000,1102000,1212000,1394000,1610000,1712000,1902000,2103000,2641000,2957000,3262000,3611000,3990000,4435000,5010000,5539000,6005852,2879000,3246000,2530000,
156,2.2,156-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,2.3,156-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2.1,170-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99680,118013,114406,120996,127544,129027,132402,125122,151376,162619,162535,54772,89751,133260,
170,2.2,170-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,2.3,170-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2.1,174-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,2.2,174-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,2.3,174-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2.1,178-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,2.2,178-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,2.3,178-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2.1,180-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,2.2,180-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,574,530,..,..,..,..,..,..,..,
180,2.3,180-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2.1,184-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,2.2,184-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,2.3,184-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2.1,188-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,2.2,188-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,2.3,188-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2.1,384-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1974,2012,1006,1241,1305,
384,2.2,384-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,2.3,384-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: CBS, Survey on Tourist Activity of Population of Republic of Croatia. 2015: provisional data."
191,2.1,191-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,13637,13105,..,14852,15088,15843,16514,12195,8803,6614,8166,10445,6183,6974,7122,
191,2.2,191-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,6023,5738,5438,6010,6056,6225,5410,4040,2926,2976,3197,3708,3510,3278,3148,
191,2.3,191-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,7614,7367,..,8842,9032,9618,11104,8155,5877,3638,4969,6737,3673,3696,3974,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2.1,192-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,2.2,192-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,2.3,192-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2.1,535-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,2.2,535-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,2.3,535-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Data from 2012 onwards results from the Survey on Domestic and Outbound Trips of Residents of the Statistical Service of Cyprus, as extracted from the Eurostat website."
196,2.1,196-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,7136,7532,7846,8168,8359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,2.2,196-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,978,1085,1140,1291,1352,..,..,..,..,1370,1304,1297,1303,1375,1393,1566,..,..,..,..,
196,2.3,196-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,6158,6447,6706,6877,7007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Domestic and Outbound Tourism Survey and TSA.
203,2.1,203-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,2.2,203-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,29041,25834,25113,24154,28481,28010,27850,27614,29847,26881,25499,27042,23964,27040,29039,27179,27478,20692,22722,26149,
203,2.3,203-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Eurostat.
208,2.1,208-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75407,67732,67887,67066,
208,2.2,208-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21407,23590,23874,24371,21743,18886,11922,19089,17919,20002,20694.1,
208,2.3,208-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56318,49813,47885.7,46372.3,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.1,262-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.2,262-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.3,262-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.1,212-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.2,212-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.3,212-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.1,214-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.2,214-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.3,214-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.1,218-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11317,11337,11598,11786,11974,12162,12349,12534,12719,12901,4135.9,8530,13937,
218,2.2,218-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7229,7389,7906,7652,7982,8291,8418,8545,8670,8795,2895.1299999999997,5971,9756,
218,2.3,218-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4088,3948,3692,4134,3992,3871,3931,3990,4048,4107,1240.7699999999998,2559,4181,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.1,818-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22219,22769,20630,20935,24468,25077,25697,..,..,..,..,..,..,..,
818,2.2,818-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8809,9027,8180,8300,9698,9931,10176,..,..,..,..,..,..,..,
818,2.3,818-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13410,13742,12450,12635,14770,15147,15521,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.1,222-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.2,222-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.3,222-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.1,226-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.2,226-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.3,226-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.1,232-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.2,232-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.3,232-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.1,233-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,2.2,233-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,643,885,803,886,1926,1561,1761,1734,2572,2704,3254,3277,4399,3486,2136,2267,2640,
233,2.3,233-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.1,748-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180,185,218,222,234,251,249,237,253,123,141,219,
748,2.2,748-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,102,108,111,115,139,114,118,128,89,106,129.6,
748,2.3,748-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,83,110,111,119,112,135,119,125,34,35,89,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.1,230-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.2,230-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.3,230-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.1,242-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.2,242-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.3,242-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Finnish Travel survey.
246,2.1,246-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
246,2.2,246-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,21688,23410,25961,27885,29079,30931,28245,30633,31091,31015,34531,35561,30915,30480,28850,29156,29790,30160,29120,29320,23340,29390,27100,
246,2.3,246-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16160,..,..,31920,..,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: DGE. Survey Follow-up of tourism demand (SDT). Resident population aged 15 years and above; trips in Overseas Departments are counted together with those abroad.
250,2.1,250-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,284337,288609,278950,278275,268041,276752,268673,265182,266027,256078,255498,276537,268152,260522,212071,251666,274644,
