INDEX,Unnamed: 1,Unnamed: 2,3. OUTBOUND TOURISM: Tourism expenditure in other countries,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
818,3.4,818-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,1371,1382,1431,1271,1218,1206,1248,1309,1465,1543,1932,2156,2886,3390,2941,2696,2575,3037,3261,3486,3636,4351,2419,2897,3718,2568,3315,5464.6,
818,3.5,818-3.5,,,Travel,,,US$ Millions,,IMF,1278,1317,1347,1153,1078,1072,1132,1266,1321,1257,1629,1784,2446,2915,2538,2240,2203,2618,3014,3140,3442,4110,2160,2667,3518,2509,3279,5424.5,
818,3.6,818-3.6,,,Passenger transport,,,US$ Millions,,IMF,93,65,84,118,140,134,116,43,144,286,303,372,440,475,403,456,372,419,247,346,194,241,259,230,200,59,36,40.1,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,3.4,222-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,99,102,..,..,205,219,247,266,311,373,288,307,363,326,253,280,244,287,270,277,332,451,466,490,515,168,334,632,
222,3.5,222-3.5,,,Travel,,,US$ Millions,,IMF,72,73,153,179,169,165,195,191,229,292,206,224,278,241,187,219,203,261,242,248,294,412,418,443,482,148,283,577,
222,3.6,222-3.6,,,Passenger transport,,,US$ Millions,,IMF,27,29,..,..,36,54,52,75,82,81,82,83,85,85,66,61,41,26,28,29,38,39,48,47,33,20,51,55,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,3.4,226-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,CB,7,13,7,7,8,19,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)""."
226,3.5,226-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,3.6,226-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,3.4,232-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,3.5,232-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,3.6,232-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,3.4,233-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,121,141,162,197,255,253,253,305,404,486,530,706,804,939,..,..,..,..,1236,1346,1169,1299,1395,1647,1808,679,800,1392,
233,3.5,233-3.5,,,Travel,,,US$ Millions,,IMF,91,101,120,155,215,204,192,231,319,399,439,586,670,809,605,633,806,796,1059,1181,1026,1162,1247,1463,1545,596,690,1165,
233,3.6,233-3.6,,,Passenger transport,,,US$ Millions,,IMF,30,40,42,42,40,49,61,74,85,87,91,120,134,130,..,..,..,..,177,165,143,137,148,184,263,83,110,227,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,3.4,748-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,45,44,40,60,35,32,31,..,23,54,60,54,63,59,98,87,35,53,48,62,64,33,74,43,35,36.4,42.4,56,
748,3.5,748-3.5,,,Travel,,,US$ Millions,,IMF,43,42,38,58,34,31,30,26,22,48,49,49,51,46,72,61,30,44,38,54,50,30,65,41,34,36,41,49,
748,3.6,748-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,2,2,2,1,1,1,..,1,6,11,5,12,13,26,26,5,9,10,8,14,3,9,2,1,0.4,1.4,7,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3.4,230-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,30,30,48,51,57,80,50,55,63,59,..,..,..,..,139,..,..,..,..,..,..,461,363.5,612.7,661,322.5,641.5,529.1,
230,3.5,230-3.5,,,Travel,,,US$ Millions,,IMF,25,25,40,46,51,74,44,45,50,58,77,97,107,156,138,147,172,181,214,283,372,461,356,612,661,322,640,529.1,
230,3.6,230-3.6,,,Passenger transport,,,US$ Millions,,IMF,5,5,8,5,6,6,6,10,13,1,..,..,..,..,1,..,..,..,..,..,..,0,7.5,0.7,0,0.5,1.5,0,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,3.4,242-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,82,88,87,67,82,96,84,79,88,118,132,113,106,108,108,102,116,110,105,99,115,119,138,160,174,77,74.39999999999999,161.1,
242,3.5,242-3.5,,,Travel,,,US$ Millions,,IMF,64,70,69,52,66,83,65,55,70,94,106,101,92,93,95,88,98,91,91,89,104,109,128,149,165,75,73.6,160,
242,3.6,242-3.6,,,Passenger transport,,,US$ Millions,,IMF,18,18,18,15,16,13,19,24,18,24,26,12,14,15,13,14,18,19,14,10,11,10,10,11,9,2,0.8,1.1,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,3.4,246-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,2853,2760,2541,2565,2525,2293,2442,2440,2956,3385,3620,4099,4812,5577,5236,5268,6013,5841,6387,6326,5786,6199,6740,7223,6841,1914,1606,4937,
246,3.5,246-3.5,,,Travel,,,US$ Millions,,IMF,2278,2285,2080,2062,2035,1852,1852,2008,2435,2823,3056,3424,3983,4544,4404,4305,4882,4887,5297,5305,4796,5191,5610,6072,5678,1646,1384,4336,
246,3.6,246-3.6,,,Passenger transport,,,US$ Millions,,IMF,575,475,461,503,490,441,590,432,521,562,564,675,829,1033,832,963,1131,954,1090,1021,990,1008,1130,1151,1163,268,222,601,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3.4,250-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,20699,22049,..,..,31630,29016,28781,30270,35807,36362,38633,39319,46042,50373,45087,46695,55509,50068,52444,58464,47713,49029,53787,59131,59754,31446,38957,47822,"1/ 1999-2004 source: ""Banque de France""."
250,3.5,250-3.5,,,Travel,,,US$ Millions,,IMF,16358,17748,17490,18819,25204,22537,22611,23779,28075,29469,31347,32347,37898,40928,36991,38297,44725,39836,42183,48777,39521,40436,44192,49464,50507,28708,35898,40875,
250,3.6,250-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,4341,4301,..,..,6426,6479,6170,6491,7732,6893,7286,6972,8144,9445,8096,8398,10784,10232,10261,9687,8192,8593,9595,9667,9247,2738,3059,6947,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,3.4,254-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,3.5,254-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,3.6,254-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,3.4,258-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,264,335,425,430,..,..,388,339,335,327,300,293,312,277,226,..,..,..,..,..,..,
258,3.5,258-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,180,236,311,312,122,153,159,164,160,168,158,156,169,146,152,152,177,..,..,..,..,
258,3.6,258-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,84,99,114,118,..,..,229,175,175,159,142,137,143,131,74,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,3.4,266-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,182,168,156,158,195,183,256,234,239,275,346,..,328,490,476,560,658,441,404,509,346,..,..,..,..,..,..,..,
266,3.5,266-3.5,,,Travel,,,US$ Millions,,IMF,137,100,86,84,91,84,225,194,194,214,274,..,229,381,360,376,543,314,278,397,232,..,..,..,..,..,..,..,
266,3.6,266-3.6,,,Passenger transport,,,US$ Millions,,IMF,45,68,70,74,104,99,31,40,45,61,72,..,99,109,116,184,115,127,126,112,114,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3.4,270-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,16,15.5,17,..,..,..,..,..,8,6,7,8,13,12,12,14,16,13,10.4,55.4,5.4,7.2,8.5,10.4,10,3.7,12.399999999999999,13.299999999999999,
270,3.5,270-3.5,,,Travel,,,US$ Millions,,IMF,14,15,16,..,..,..,..,..,4,4,5,6,13,12,12,14,16,13,10,54,4,6,7,9,9.3,3.5,12.2,13.1,
270,3.6,270-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,0.5,1,..,..,..,..,..,4,2,2,2,..,..,..,..,..,..,0.4,1.4,1.4,1.2,1.5,1.4,0.7,0.2,0.2,0.2,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,3.4,268-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,171,239,135,129,136,189,170,196,237,257,277,337,311,329,384,471,537,563,609,706,853,960,1124,292,347,781.6,
268,3.5,268-3.5,,,Travel,,,US$ Millions,,IMF,..,..,156,226,130,110,107,149,130,147,169,167,176,203,181,199,213,256,294,299,330,386,464,525,657,180,185,408.6,
268,3.6,268-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,15,13,5,19,29,40,40,49,68,90,101,134,130,130,171,215,243,264,279,320,389,435,467,112,162,373,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,3.4,280-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,66527,64725,59000,60253,61215,57607,56437,59550,72839,80321,84513,85717,96170,105691,92899,90866,99909,96196,102668,101737,85334,87412,89736,95199,93097,38752,50564,88252,
280,3.5,280-3.5,,,Travel,,,US$ Millions,,IMF,60260,59076,53667,54423,55877,52829,51824,53052,65290,71231,74167,74153,83138,91641,81461,77566,86227,83202,91311,93284,77468,79923,89736,95199,93097,38752,50564,88252,
280,3.6,280-3.6,,,Passenger transport,,,US$ Millions,,IMF,6267,5649,5333,5830,5338,4778,4613,6498,7549,9090,10346,11564,13032,14050,11438,13300,13682,12994,11357,8453,7866,7489,..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,3.4,288-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,74,59,61,145,151,162,165,184,216,270,472,575,816,870,948,882,1026,976,982,947,1405,1571,1581,1329,1380,946,1271,1534,
288,3.5,288-3.5,,,Travel,,,US$ Millions,,IMF,21,4,4,85,91,100,105,119,138,186,303,345,558,542,684,574,464,464,473,458,737,792,693,450,328,105,414,615,
288,3.6,288-3.6,,,Passenger transport,,,US$ Millions,,IMF,53,55,57,60,60,62,60,65,78,84,169,230,258,328,264,308,562,512,509,489,668,779,888,879,1052,841,857,919,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3.4,300-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,1495,1396,1537,..,4014,4564,4190,2456,2441,2882,3044,3005,3430,3946,4122,3400,3809,3005,3768,4003,3535,3412,3306,3910,4211,1500,2221,3559,
300,3.5,300-3.5,,,Travel,,,US$ Millions,,IMF,1323,1210,1327,1756,3991,4558,4178,2439,2433,2874,3038,2998,3423,3930,3383,2853,3161,2364,2435,2755,2259,2220,2156,2582,3070,898,1306,2012,
300,3.6,300-3.6,,,Passenger transport,,,US$ Millions,,IMF,172,186,210,..,23,6,12,17,8,8,6,7,7,16,739,547,648,641,1333,1248,1276,1192,1150,1328,1141,602,915,1547,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,3.4,308-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,40,40,38,42,52,14,12,36,
308,3.5,308-3.5,,,Travel,,,US$ Millions,,IMF,5,5,6,6,7,8,8,8,8,9,10,16,16,11,10,10,10,11,11,18,20,21,22,24,24,7,5,20,
308,3.6,308-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,20,19,16,18,28,7,7,16,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3.4,312-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,3.5,312-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,3.6,312-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3.4,316-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.5,316-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.6,316-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3.4,320-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,167,163,146,190,216,216,266,329,373,488,532,655,737,821,751,843,883,926,995,1029,1020,1032,1066,1105,1128,344,455,1270.4,
320,3.5,320-3.5,,,Travel,,,US$ Millions,,IMF,141,135,119,157,183,182,225,276,312,385,421,529,597,687,604,621,656,712,768,782,754,754,775,807,814,254,285,961.4,
320,3.6,320-3.6,,,Passenger transport,,,US$ Millions,,IMF,26,28,27,33,33,34,41,53,61,103,111,126,140,134,147,222,227,214,227,247,266,278,291,298,314,90,170,309,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,3.4,324-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,29,37,39,34,29,13,26,38,36,29,38,41,96,30,28,16,49.2,41.7,60.5,28.799999999999997,38,16.3,102.4,411.7,419.5,1075.1000000000001,1,0.47,
324,3.5,324-3.5,,,Travel,,,US$ Millions,,IMF,21,27,23,27,24,9,18,31,26,25,29,28,29,9,13,7.5,33.1,23.4,50,18.2,30.4,11.9,11.5,9.2,2.9,4.2,0.7,0.1,
324,3.6,324-3.6,,,Passenger transport,,,US$ Millions,,IMF,8,10,16,7,5,4,8,7,10,4,9,13,67,21,15,8.5,16.1,18.3,10.5,10.6,7.6,4.4,90.9,402.5,416.6,1070.9,0.3,0.37,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,3.4,624-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,5.8,4.7,3.5,..,..,..,5.5,10.2,21.3,22.299999999999997,18.9,17.8,40.7,46.1,26,29.5,38.6,24.5,..,..,..,33,63,74.6,88.89999999999999,53.1,69.7,..,
624,3.5,624-3.5,,,Travel,,,US$ Millions,,IMF,3.8,2.9,1.5,..,..,..,2.8,5.1,13.3,13.1,9.8,15.5,40.2,45.6,25.7,29.4,31.5,19.8,27.2,53,53,33,63,74.5,87.1,53.1,67.9,..,
624,3.6,624-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,1.8,2,..,..,..,2.7,5.1,8,9.2,9.1,2.3,0.5,0.5,0.3,0.1,7.1,4.7,..,..,..,..,..,0.1,1.8,..,1.8,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,3.4,328-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,65,69,69,82,77,62,44,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,3.5,328-3.5,,,Travel,,,US$ Millions,,IMF,21,59,62,63,75,69,55,38,26,30,40,49,58,52,52,73,79,82,81,77,93,103,94,80,47,34.6,58.6,..,
328,3.6,328-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,6,7,6,7,8,7,6,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3.4,332-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,173,168,172,202,206,174,239,331,383,427,431,458,473,418,475,503,221,207,227,179,46,59,83,
332,3.5,332-3.5,,,Travel,,,US$ Millions,,IMF,35,37,35,..,..,18,18,18,42,72,55,56,56,64,63,63,62,64,62,71,71,125,118,127,104,16,23,32,
332,3.6,332-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,138,135,155,150,154,160,134,119,183,275,319,364,368,396,409,356,404,432,96,89,100,75,30,36,51,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,3.4,340-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,99,110,115,142,166,198,205,221,274,300,321,425,309,385,361,406,446,549,506,437,454,482,517,558,655,200,417,623,
340,3.5,340-3.5,,,Travel,,,US$ Millions,,IMF,57,60,62,81,94,120,128,149,217,244,262,355,212,291,296,321,354,454,404,338,358,370,401,408,499,133,281,420,
340,3.6,340-3.6,,,Passenger transport,,,US$ Millions,,IMF,42,50,53,61,72,78,77,72,57,56,59,70,97,94,65,85,92,95,102,99,96,112,116,150,156,67,136,203,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,3.4,344-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census and Statistics Department.
344,3.5,344-3.5,,,Travel,,,US$ Millions,1/,country,10497,11461,12678,13474,13134,12502,12317,12418,11447,13270,13305,14044,15042,16095,15547,17357,19022,20077,21215,22011,23059,24141,25386,26436,26879,5520,3364,5503,
344,3.6,344-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,3.4,348-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,1501,1491,1511,1496,1590,1722,1887,2211,2700,2482,2721,2319,3088,3857,3251,2897,3048,2457,2526,2712,2456,2738,3049,3239,3352,1325,1713,3092.2,
348,3.5,348-3.5,,,Travel,,,US$ Millions,,IMF,1498,1482,1494,1476,1543,1651,1808,2133,2594,2421,2277,1879,2546,3225,2750,2404,2485,1886,1906,2036,1830,2166,2469,2639,2741,1159,1445,2374.5,
348,3.6,348-3.6,,,Passenger transport,,,US$ Millions,,IMF,3,9,17,20,47,71,79,78,106,61,444,440,542,632,501,493,563,571,620,676,626,572,580,600,611,166,268,717.7,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,3.4,352-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,312,327,399,440,..,..,373,524,699,991,1084,1336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,3.5,352-3.5,,,Travel,,,US$ Millions,,IMF,282,308,323,396,436,471,372,371,523,697,980,1076,1326,1103,546,612,754,792,854,964,963,1217,1554,1691,1509,532,756,1510,
352,3.6,352-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,4,4,3,4,..,..,2,1,2,11,8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,3.4,356-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,3686,4367,4350,4385,5783,8277,8738,10690,12083,..,..,..,14107,13884,17492,17686,19184,21856,25790,28595,15777,17838,31822,
356,3.5,356-3.5,,,Travel,,,US$ Millions,,IMF,996,913,1342,1713,2010,2690,3006,2988,3585,4816,6187,6845,8219,9606,9310,10490,13699,12342,11615,14595,14838,16376,18443,21319,22915,12574,14280,25881,
356,3.6,356-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,996,1361,1362,800,967,2090,1893,2471,2477,..,..,..,1765,2269,2897,2848,2808,3413,4471,5680,3203,3558,5941,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.4,360-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,5042,4427,4569,4740,5458,6578,8801,6908,8432,8653,9055,10280,10263,9800,9932,10945,13171,14449,2075,517.2,7229.6,
360,3.5,360-3.5,,,Travel,,,US$ Millions,,IMF,2172,2399,2411,2102,2353,3197,3406,3289,3082,3507,3584,4030,4904,5554,5316,6395,6255,6771,7675,7682,7292,7566,8289,10314,11308,1748,471.8,6287.6,
360,3.6,360-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,1753,1345,1062,1156,1428,1674,3247,1592,2037,2398,2284,2605,2581,2508,2366,2656,2857,3141,327,45.4,942,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3.4,364-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,247,274,396,155,638,671,714,3990,4120,4402,4112,5066,7335,8270,8503,10570,10555,8435,9464,10130,9658,11142,12568,9271,..,..,..,..,1/ From 2000 Source: Central Bank of Islamic Republic of Iran.
364,3.5,364-3.5,,,Travel,,,US$ Millions,1/,IMF,241,258,382,153,632,668,708,3750,3842,4093,3724,4684,6809,7566,7805,9655,9775,7825,8839,9452,8992,10233,11507,8695,..,..,..,..,
364,3.6,364-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,6,16,14,2,6,3,6,240,278,309,388,382,526,704,698,915,780,610,625,678,666,909,1061,576,..,..,..,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3.4,368-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,627,526,705,813,1221,1675,1879,2363,4835,6115,7934,7647,8093,7855,10925,4172,7453,..,1/ 1995-2002 Source: Central Bank of Iraq.
368,3.5,368-3.5,,,Travel,,,US$ Millions,1/,IMF,117,70,131,14,14,9,31,26,..,..,439,395,639,794,1207,1620,1836,2281,4835,6115,7934,7647,8093,7855,10925,4172,7453,..,
368,3.6,368-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,188,131,66,19,14,55,43,82,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3.4,372-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,2712,2626,2956,3835,4832,5291,6185,6981,8784,10543,7940,7176,6842,5895,6198,6412,5704,6234,6616,7541,8156,2564,2524,8360,
372,3.5,372-3.5,,,Travel,,,US$ Millions,,IMF,2034,2198,2210,3015,2631,2525,2858,3755,4736,5177,6073,6865,8655,10417,7826,7069,6728,5895,6198,6412,5704,6234,6616,7541,8156,2564,2524,8360,
372,3.6,372-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,81,101,98,80,96,114,112,116,129,126,114,107,114,..,..,..,..,..,..,..,..,..,..,..,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,3.4,376-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,2626,2849,2952,3233,3411,3733,3887,3322,3341,3979,4146,4286,4921,4967,4500,4683,4874,5008,5757,6534,7506,8210,8985,9975,10389,2175,3888,9698,
376,3.5,376-3.5,,,Travel,,,US$ Millions,,IMF,2120,2278,2283,2473,2566,2804,2945,2543,2550,3112,3261,3399,3930,3961,3540,3665,3775,3909,4542,5189,6012,6447,7057,7878,8153,1804,3232,7680,
376,3.6,376-3.6,,,Passenger transport,,,US$ Millions,,IMF,506,571,669,760,845,929,942,779,791,867,885,887,991,1006,960,1018,1099,1099,1215,1345,1494,1763,1928,2097,2236,371,656,2018,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3.4,380-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,17201,18619,19676,20539,19587,18170,17002,19652,23748,24076,26764,27449,32748,..,..,..,..,..,..,..,30312,30584,34819,37644,37908,12977,17101,32383,
380,3.5,380-3.5,,,Travel,,,US$ Millions,,IMF,14811,15806,16643,17598,16887,15686,14798,16939,20604,20471,22362,23162,27322,30940,27967,26902,28749,26239,26948,28866,24425,24987,27901,30004,30307,10871,14879,26911,
380,3.6,380-3.6,,,Passenger transport,,,US$ Millions,,IMF,2390,2813,3033,2941,2700,2484,2204,2713,3144,3605,4402,4287,5426,..,..,..,..,..,..,..,5887,5597,6918,7640,7601,2106,2222,5472,
