INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by main purpose,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
340,1.18,340-1.18,,,,Business and professional,,Thousands,,,50,59,46,56,65,69,69,83,93,97,102,136,261,286,289,236,210,248,179,211,183.4,159.3,159.3,143,102.7,20.2,38.7,72.6,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.14,344-1.14,,,Total,,,Thousands,,TF,..,..,..,..,..,..,..,..,..,13655,14773,15821,17154,17319,16926,20085,22316,23770,25661,27770,26686.100000000002,26552.6,27884,29262.7,23752.399999999998,..,..,..,
344,1.15,344-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,10248,11378,11959,13638,13689,13855,16661,18753,20186,22094,23940,22690.4,22511.3,23935,25326.2,20719.3,..,..,..,
344,1.18,344-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,3407,3395,3862,3516,3630,3071,3424,3563,3584,3567,3830,3995.7,4041.3,3949,3936.5,3033.1,..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the coronavirus epidemic in 2020, emergency measures were introduced, border traffic was significantly lower than usual. In the second quarter of 2020, data collection was suspended, so the production of these data was done by model estimation and imputation. Due to the low number of data providers, the reliability of the published data has decreased and they are only to a limited extent comparable with the data of previous periods."
348,1.14,348-1.14,,,Total,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,33934,36173,38318,39379,39554,40624,39904,41304,43565,43610,45984,48345,52889,54961.899999999994,57667.00000000001,61397,31640.582,36687.5,46343.3,
348,1.15,348-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,32365,34433,36608,37755,37704,39030,38269,39882,42175,42283,44780,47016,51585,53772.399999999994,56396.600000000006,59755,30190.153,34352.1,44309.5,
348,1.18,348-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,1569,1740,1710,1624,1850,1594,1635,1422,1390,1327,1204,1329,1304,1189.5,1270.4,1642,1450.429,2335.4,2033.8,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.14,352-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,1.15,352-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,1.18,352-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.
356,1.14,356-1.14,,,Total,,,Thousands,1/,TF,1762,1923,1974,1975,2025,2153,2537,2384,2726,3457,3918,4448,5082,5282,5168,5776,6309,6578,6968,7679,..,8804.4,10035.8,10557.999999999998,10930.3,2744.7999999999997,1527.1,..,
356,1.15,356-1.15,,,,Personal,,Thousands,,,1618,1754,1820,1867,1915,2043,2459,2272,2538,3357,3785,4360,4807,3724,4267,4915,4890,5098,5275,6535,..,7432.7,8670.9,8838.599999999999,9324.599999999999,2424.2,1337.5,..,
356,1.18,356-1.18,,,,Business and professional,,Thousands,,,144,169,154,108,110,110,78,112,188,100,133,88,275,1558,901,861,1419,1480,1693,1144,..,1371.7,1364.9,1719.4,1605.7,320.6,189.6,..,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.14,360-1.14,,,Total,,,Thousands,,VF,4324,5034,5185,4606,4727,5064,5154,5033,4467,5321,5002,4872,5505,6234,6323,7003,7650,8044,8802,9435.4,10406.8,11519.300000000001,14039.8,15810.300000000001,16107,4052.8999999999996,1557.5,5889,
360,1.15,360-1.15,,,,Personal,,Thousands,,,2957,2918,2731,3007,2828,2971,2958,2977,2553,3130,2939,2861,3344,3801,4006,4433,4904,5260,5721,6272.5,6932.7,7655.700000000001,10972.1,12355.7,12587.6,1501.2,841,5294.2,
360,1.18,360-1.18,,,,Business and professional,,Thousands,,,1367,2116,2454,1599,1899,2093,2196,2056,1914,2191,2063,2011,2161,2433,2317,2570,2746,2784,3081,3162.9,3474.1,3863.6,3067.7,3454.6,3519.4,2551.7,716.5,594.8,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.14,364-1.14,,,Total,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4942.1,..,..,..,..,..,..,
364,1.15,364-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4926,..,..,..,..,..,..,
364,1.18,364-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1,..,..,..,..,..,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.14,368-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
368,1.15,368-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
368,1.18,368-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including tourists from North Ireland.
372,1.14,372-1.14,,,Total,,,Thousands,1/,TF,4814,5289,5587,6064,6403,6646,6353,6476,6764,6953,7333,8002,8332,8026,7189,7133,7630,7551,8259,8814,9527,10100,10338,10926,10951,..,..,..,
372,1.15,372-1.15,,,,Personal,,Thousands,,,3938,4076,4283,4460,4663,4817,5475,5638,5949,6063,6423,6976,7224,6819,6225,6115,6548,6411,7039,7513,8149,8705,8937,9568,9487,..,..,..,
372,1.18,372-1.18,,,,Business and professional,,Thousands,,,876,1213,1304,1604,1740,1829,878,838,815,890,910,1026,1108,1207,964,1018,1082,1140,1220,1301,1378,1395,1401,1358,1464,..,..,..,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.
376,1.14,376-1.14,,,Total,,,Thousands,1/,TF,2214,2099,2010,1942,2312,2393,1208,862,1063,1505,1903,1825,2067,2572,2321,2803,2820,2886,2961,2927,2799,2900,3613.2,4120.900000000001,4551.6,..,..,..,
376,1.15,376-1.15,,,,Personal,,Thousands,,,1860,1679,1599,1555,1942,2127,981,698,850,1219,1591,1588,1840,2238,1973,2455,2425,2453,2606,2549,2435,2575,3208.5,3708.8,4101,..,..,..,
376,1.18,376-1.18,,,,Business and professional,,Thousands,,,354,420,411,387,370,266,227,164,213,286,312,237,227,334,348,348,395,433,355,378,364,325,404.7,412.1,450.6,..,..,..,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding seasonal and border workers. Border survey of the ""Banca d'Italia""."
380,1.14,380-1.14,,,Total,,,Thousands,1/,VF,..,59805,57998,58499,59521,62702,60960,63561,63026,58479,59229,66353,70270,70719,71692,73225,75866,76292,76762,77694,81068,84924,89931,93228.5,95398.7,38419,40185.7,74316.7,
380,1.15,380-1.15,,,,Personal,,Thousands,,,..,52811,49514,49577,51280,52961,51159,52931,53272,49882,50039,55520,58278,58327,58247,59695,61958,61770,62576,64058,67747,70275,75394,78850.9,80523.5,29763,30048.7,61365.4,
380,1.18,380-1.18,,,,Business and professional,,Thousands,,,..,6994,8484,8922,8241,9741,9801,10630,9754,8597,9190,10833,11992,12392,13445,13530,13908,14522,14186,13636,13321,14649,14537,14377.6,14875.2,8656,10137,12951.3,
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals of non-resident tourists by air; including nationals residing abroad; E/D cards.
388,1.14,388-1.14,,,Total,,,Thousands,1/,TF,1147,1162,1192,1225,1248,1323,1276,1266,1350,1415,1478,1679,1701,1767,1831,1922,1952,1986,2008.4,2080.2000000000003,2122.96,2181.7000000000003,2353,2472.65,2680.95,880.36,1464.4,2478.4,
388,1.15,388-1.15,,,,Personal,,Thousands,,,1085,1099,1128,1157,1180,1256,1208,1193,1279,1337,1394,1578,1597,1658,1730,1819,1846,1886,1912,1983.4,2022.16,2083.3,2260.9,2381.05,2586.95,846.86,1449.9,2427,
388,1.18,388-1.18,,,,Business and professional,,Thousands,,,62,63,64,68,68,67,68,73,71,78,84,101,104,109,101,103,106,100,96.4,96.8,100.8,98.4,92.1,91.6,94,33.5,14.5,51.4,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.
392,1.14,392-1.14,,,Total,,,Thousands,1/,VF,3345,3837,4218,4106,4437,4757,4771,5239,5211,6138,6728,7334,8347,8351,6790,8612,6219,8358,10364,13413.400000000001,19737,24039.7,28691.1,31191.8,31882,4115.799999999999,245.8,3832.1000000000004,
392,1.15,392-1.15,,,,Personal,,Thousands,,,2297,2711,3016,3001,3250,3464,3535,3952,3930,4755,5251,5811,6771,6896,5597,7217,4975,6915,8899,11876.300000000001,18096,22337.8,26908.399999999998,29396.6,30124.6,3899.7999999999997,227.5,3409.7000000000003,
392,1.18,392-1.18,,,,Business and professional,,Thousands,,,1048,1126,1202,1105,1187,1293,1236,1287,1281,1383,1477,1523,1576,1455,1193,1395,1244,1443,1465,1537.1,1641,1701.9,1782.7,1795.2,1757.4,216,18.3,422.4,
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
400,1.14,400-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,2987,3225,3431,3729,3789,4207,3960,4162,3945,3989.5,3761.1,3563.6,3839.6,4146.1,4483.8,1066.1,2011.6999999999998,4276.700000000001,
400,1.15,400-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,2636,2863,3063,3332,3389,3908,3679,3866,3647,3735,3493.7999999999997,3110.6,3351.5,3619,3913.8,930.6,1756.1999999999998,3733.6000000000004,
400,1.18,400-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,351,362,368,397,400,299,281,296,298,254.5,267.3,453,488.1,527.1,570,135.5,255.5,543.1,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1.14,398-1.14,,,Total,,,Thousands,,VF,..,..,..,..,..,..,..,3678,3237,4291,4365,4707,5310,4117,3774,4097,5685.199999999999,6164.200000000001,6841,6332.700000000001,6430.099999999999,6509.4,7701.1,8789.3,8514.9,2034.7,1330.1999999999998,4728.8,
398,1.15,398-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,3032,2603,3466,3472,3684,4050,2923,2679,2909,5445.799999999999,5887.400000000001,5745.400000000001,5153.8,5385.4,5412.5,6514.6,7566,7061.5,1291.5,610.4,3790.5,
398,1.18,398-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,646,634,825,893,1023,1260,1194,1095,1188,239.4,276.8,1095.6,1178.9,1044.7,1096.9,1186.5,1223.3,1453.4,743.2,719.8,938.3,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals of non-resident visitors from all border entry points; excluding nationals residing abroad.
404,1.14,404-1.14,,,Total,,,Thousands,1/,VF,974,1003,1001,894,969,1036,994,1001,1146,1361,1479,1601,1817,1203,1490,1609,1822.9,1710.8,1519.6,1350.3,1181,1339.7,1448.8,..,..,..,870.6,1483.8000000000002,
404,1.15,404-1.15,,,,Personal,,Thousands,,,873,899,899,807,875,938,902,915,964,1115,1273,1375,1575,1094,1310,1343,1512.5,1419.8,1260.8,1121.6,1022,1159.7,1250.1,..,..,..,621.7,1058.3000000000002,
404,1.18,404-1.18,,,,Business and professional,,Thousands,,,101,104,102,87,94,98,92,86,182,246,206,226,242,109,180,266,310.4,291,258.8,228.7,159,180,198.7,..,..,..,248.9,425.5,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.Tarawa and Christmas Island.
296,1.14,296-1.14,,,Total,,,Thousands,1/,TF,3.9000000000000004,4.2,5.1,5.7,5.1000000000000005,4.8,4.6,3.3,3.9000000000000004,3.4,4.1,2.7,4.8,3.9000000000000004,3.9000000000000004,4.699999999999999,5.3,4.9,5.9,5,3.9,5.8,5.7,7.1,7.8999999999999995,1.4,0.06999999999999999,1.77,
296,1.15,296-1.15,,,,Personal,,Thousands,,,2.7,3,3.5,3.9,3.4000000000000004,2.5999999999999996,2.7,1.7,2.3000000000000003,1.7,2.1,1.8,3.4,2.7,2.2,2.4,3.3,3.2,3.6999999999999997,3.0999999999999996,2.5,3.5,3.9,4.2,4.6,0.8999999999999999,0.01,0.651,
296,1.18,296-1.18,,,,Business and professional,,Thousands,,,1.2,1.2,1.6,1.8,1.7,2.2,1.9,1.6,1.6,1.7,2,0.9,1.4,1.2,1.7,2.3,2,1.7,2.2,1.9,1.4,2.3,1.8,2.9,3.3,0.5,0.06,1.119,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1.14,408-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.15,408-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.18,408-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad and crew members.
410,1.14,410-1.14,,,Total,,,Thousands,1/,VF,3753,3684,3908,4250,4660,5321,5147,5348,4752,5818,6022,6155,6448,6891,7818,8798,9795,11140,12176,14201.599999999999,13231.7,17241.8,13335.8,15346.9,17502.8,2519.2,967,3198.0000000000005,
410,1.15,410-1.15,,,,Personal,,Thousands,,,3535,3465,3696,4068,4473,5118,4934,5123,4521,5551,5718,5807,6089,6529,7506,8487,9524,10895,11848,13886.3,12988.1,17002.8,13103.8,15110.3,17250.1,2473.1,927,3090.1000000000004,
410,1.18,410-1.18,,,,Business and professional,,Thousands,,,218,219,212,182,187,203,213,225,231,267,304,348,359,362,312,311,271,245,328,315.3,243.6,239,232,236.6,252.7,46.1,40,107.9,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Non-resident tourists staying in hotels and similar establishments.
414,1.14,414-1.14,,,Total,,,Thousands,1/,THS,..,..,78.6,77,83.9,78.9,72.8,96.1,94.19999999999999,90.7,105,185,292,260,297,207,269,300,306.5,198,182,203.1,182.8,200.4,152.6,86.4,85,..,
414,1.15,414-1.15,,,,Personal,,Thousands,,,..,..,28,33.7,53.9,42.3,26.2,62.4,76.3,88.4,95,169,271,245,283,198,259,289,263.4,188,130,158.1,137.9,156.3,115.6,71,64.4,..,
414,1.18,414-1.18,,,,Business and professional,,Thousands,,,..,..,50.6,43.3,30,36.6,46.6,33.7,17.9,2.3,10,16,21,15,14,9,10,11,43.1,10,52,45,44.9,44.1,37,15.4,20.6,..,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.14,417-1.14,,,Total,,,Thousands,,VF,..,..,..,59,48,59,98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,1.15,417-1.15,,,,Personal,,Thousands,,,..,..,..,8,21,34,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,1.18,417-1.18,,,,Business and professional,,Thousands,,,..,..,..,51,27,25,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.14,418-1.14,,,Total,,,Thousands,,VF,..,403,463,500,..,..,674,..,636,895,1095,1215,1624,1737,2008,2513,2724,3330,3779,4159,4684,4239.1,3868.8,4186.4,4791,..,..,..,
418,1.15,418-1.15,,,,Personal,,Thousands,,,..,266,334,360,..,..,594,..,547,841,1029,996,1445,1459,1707,2061,2591,3081,3450,3901,4408,3772.8,3245.9,3696.6,4101.1,..,..,..,
418,1.18,418-1.18,,,,Business and professional,,Thousands,,,..,137,129,140,..,..,80,..,89,54,66,219,179,278,301,452,133,249,329,258,276,466.3,622.9,489.8,689.9,..,..,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Non-resident departures. Survey of persons crossing the state border.
428,1.14,428-1.14,,,Total,,,Thousands,1/,VF,..,1713,1824,1801,1718,1914,2039,2273,2470,3033,3774,4644,5209,5496,4726,5042,5538,5568.900000000001,5821.799999999999,6245.9,6842,6796.999999999999,7725.799999999999,7775.2,8342.4,3203.5000000000005,1936.8000000000002,..,
428,1.15,428-1.15,,,,Personal,,Thousands,,,..,1321,1426,1396,1382,1484,1605,1815,2061,2567,3333,4048,4485,4618,4075,4335,4741,4818.8,5106.4,5503.4,6023,6088.799999999999,6964.299999999999,7081.2,7631.6,2863.7000000000003,1775.8000000000002,..,
428,1.18,428-1.18,,,,Business and professional,,Thousands,,,..,392,398,405,336,430,434,458,409,466,441,596,724,878,651,707,797,750.1,715.4,742.5,819,708.2,761.5,694,710.8,339.8,161,..,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.14,422-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,1.15,422-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,1.18,422-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Due to an improvement in the data collection with the help of “Statistics South Africa”, from 2014 the data are not comparable with those of previous years."
426,1.14,426-1.14,,,Total,,,Thousands,1/,VF,209,312,312,290,308,301,294,287,329,303,304,..,300,293,344,426,398,423,433,..,..,1196.2,..,..,..,..,..,..,
426,1.15,426-1.15,,,,Personal,,Thousands,,,183,241,259,244,262,256,250,244,275,246,244,..,254,254,304,374,347,373,387,..,..,908.6,..,..,..,..,..,..,
426,1.18,426-1.18,,,,Business and professional,,Thousands,,,26,71,53,46,46,45,44,43,54,57,60,..,46,39,40,52,51,50,46,..,..,287.6,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.14,430-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.15,430-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.18,430-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-2003: Arrivals of non-resident tourists at national borders.
434,1.14,434-1.14,,,Total,,,Thousands,1/,VF,1832,1276,913,850,178,174,169,135,142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.15,434-1.15,,,,Personal,,Thousands,,,866,450,286,256,127,124,111,97,102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.18,434-1.18,,,,Business and professional,,Thousands,,,966,826,627,594,51,50,58,38,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.14,438-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.15,438-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.18,438-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.14,440-1.14,,,Total,,,Thousands,,TF,..,832,1012,1416,1422,1083,1271,1428,1490,1800,2000,2180,1486,1611,1341,1507,1775,1899,2012,2063,2071,2296,2523.3,2824.8,2874.9,936.7,947.5999999999999,2168.7000000000003,
440,1.15,440-1.15,,,,Personal,,Thousands,,,..,475,664,1122,1086,746,999,1102,1155,1392,1500,1640,1062,1051,856,1052,1248,1352,1435,1453,1455,1657,1807.1,2036.4,2146.9,724.7,734.8,1587.3000000000002,
440,1.18,440-1.18,,,,Business and professional,,Thousands,,,..,357,348,294,336,337,272,326,335,408,500,540,424,560,485,455,527,547,577,610,616,639,716.2,788.4,728,212,212.8,581.4,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Estimate for tourists who spent at least one night in a tourist accommodation establishment.
442,1.14,442-1.14,,,Total,,,Thousands,1/,TCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,870,950,944.5999999999999,1038,1090,..,..,..,..,..,..,..,
442,1.15,442-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,713,760,744.3,799,844,..,..,..,..,..,..,..,
442,1.18,442-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157,190,200.3,239,246,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.14,446-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,1.15,446-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,1.18,446-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
