INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Tourism expenditure in the country,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
226,1.35,226-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.33,232-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,58,69,90,34,28,36,74,73,74,73,66,60,61,46,26,..,..,..,..,..,..,48,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
232,1.34,232-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,1.35,232-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.33,233-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,452,565,597,668,702,657,661,737,883,1111,1229,1361,1416,1643,..,..,..,..,2022,2278,1893,1911,2124,2326,2304,833,904,1630,
233,1.34,233-1.34,,,Travel,,,US$ Millions,,IMF,357,484,473,539,549,508,507,555,671,887,971,1024,1036,1193,1090,1065,1256,1286,1626,1864,1493,1537,1659,1779,1736,595,633,1269,
233,1.35,233-1.35,,,Passenger transport,,,US$ Millions,,IMF,95,81,124,129,153,149,154,182,212,224,258,337,380,450,..,..,..,..,396,414,400,374,465,547,568,238,271,361,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.33,748-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,54,42,44,51,15,24,23,45,70.04,75.1,77.3,75.1,32.2,26.3,40.1,51.4,10.1,29.1,4.2,15.6,14.2,13.2,13.2,16.4,14.3,7.3,8.2,11.8,
748,1.34,748-1.34,,,Travel,,,US$ Millions,,IMF,48,38,40,47,12,21,21,43,70,75,77,75,32,26,40,51,10,29,4,15,14,13,13,16,14,7,8,11,
748,1.35,748-1.35,,,Passenger transport,,,US$ Millions,,IMF,6,4,4,4,3,3,2,2,0.04,0.1,0.3,0.1,0.2,0.3,0.1,0.4,0.1,0.1,0.2,0.6,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.8,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.33,230-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,177,170,157,152,176,205,218,261,336,458,533,639,790,1184,1119,1434,2010,1981,2236,2107.5,2279,2138,2505,3548,3529,2282,2601,3883.1,
230,1.34,230-1.34,,,Travel,,,US$ Millions,,IMF,16,23,22,37,47,57,51,72,114,174,168,162,176,377,329,522,770,607,586,352,405,347,436,968,786,1033,965,1174.6,
230,1.35,230-1.35,,,Passenger transport,,,US$ Millions,,IMF,161,147,135,115,129,148,167,189,222,284,365,477,614,807,790,912,1240,1374,1650,1755.5,1874,1791,2069,2580,2743,1249,1636,2708.5,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.33,242-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,369,374,386,309,365,291,316,384,496,588,722,684,722,952,688,825,957,989,966,1091,1094,1149,1243,1370,1345,237,66,1069,
242,1.34,242-1.34,,,Travel,,,US$ Millions,,IMF,291,298,317,248,280,189,205,260,345,423,485,480,499,658,503,635,725,730,717,809,817,878,942,969,962,151,35,686,
242,1.35,242-1.35,,,Passenger transport,,,US$ Millions,,IMF,78,76,69,61,85,102,111,124,151,165,237,204,223,294,185,190,232,259,249,282,277,271,301,401,383,86,31,383,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1.33,246-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2383,2408,2358,2371,2236,2035,2066,2238,2679,2977,3069,3515,4287,4875,4072,4496,5615,5418,5774,5409,4011,4017,5210,5762,5944,1757,1541,3557.3,
246,1.34,246-1.34,,,Travel,,,US$ Millions,,IMF,1640,1636,1639,1630,1521,1406,1438,1579,1871,2068,2180,2380,2837,3234,2745,3026,3847,3877,4041,3657,2574,2649,3400,3665,3725,1245,1080,2232.6,
246,1.35,246-1.35,,,Passenger transport,,,US$ Millions,,IMF,743,772,719,741,715,629,628,659,808,909,889,1135,1450,1641,1327,1470,1768,1541,1733,1752,1437,1368,1810,2097,2219,512,461,1324.7,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.33,250-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,31295,32088,..,..,44551,38706,37826,41113,46576,53068,52126,54615,63890,68034,58906,56178,66133,63975,66054,67402,66441,63557,67717,72518,70786,35796,44665,67369,"1/ 1999-2004 source: ""Banque de France""."
250,1.34,250-1.34,,,Travel,,,US$ Millions,,IMF,27587,28352,27402,29490,37754,32857,32188,35036,39421,44906,43937,46527,54200,57262,49616,46459,55154,53327,56451,58422,58326,55338,59232,65362,63424,32646,40582,59185,
250,1.35,250-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,3708,3736,..,..,6797,5849,5638,6077,7155,8162,8189,8088,9690,10772,9290,9719,10979,10648,9603,8980,8115,8219,8485,7156,7362,3150,4083,8184,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.33,254-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,51,50,..,42,45,..,..,44,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
254,1.34,254-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,1.35,254-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.33,258-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,326,322,345,354,394,..,..,471,651,737,759,..,..,737,618,630,725,720,746,835,758,782,..,..,..,..,..,..,1/ 1995-1999: country data.
258,1.34,258-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,372,480,523,530,463,537,522,440,405,457,435,458,510,466,488,511,642,..,..,..,..,
258,1.35,258-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,99,171,214,229,..,..,215,178,225,268,285,288,325,292,294,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1.33,266-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,94,91,103,110,143,99,46,77,84,74,13,..,26,26.5,26.2,89,25.4,39.5,61.2,43.5,28.7,..,..,..,..,..,..,..,
266,1.34,266-1.34,,,Travel,,,US$ Millions,,IMF,17,10,19,23,15,20,15,18,15,10,9,..,25,26,26,86,20,34,61,43.5,25,..,..,..,..,..,..,..,
266,1.35,266-1.35,,,Passenger transport,,,US$ Millions,,IMF,77,81,84,87,128,79,31,59,69,64,4,..,1,0.5,0.2,3,5.4,5.5,0.2,..,3.7,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.33,270-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,67,76,..,..,..,..,..,58,51,59,69,87,80.2,64,80,86,104,78,110,92,88,128,174,157,53,67,164.4,
270,1.34,270-1.34,,,Travel,,,US$ Millions,,IMF,28,66,75,..,..,..,..,..,56,47,58,66,85,80,63,74,78,94,71,105,84,84,122,160,152,47,57,154.4,
270,1.35,270-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,1,1,..,..,..,..,..,2,4,1,3,2,0.2,1,6,8,10,7,5,8,4,6,14,5,6,10,10,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.33,268-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,75,229,131,107,136,144,172,209,287,361,440,505,537,737,1069,1565,1916,1972,2049,2315,2971,3518,3551,586,1351,3781.6,
268,1.34,268-1.34,,,Travel,,,US$ Millions,,IMF,..,..,47,188,118,97,117,126,147,177,241,313,384,447,476,659,955,1411,1720,1787,1868,2111,2704,3222,3269,542,1245,3516.6,
268,1.35,268-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,28,41,13,10,19,18,25,32,46,48,56,58,61,78,114,154,196,185,181,204,267,296,282,44,106,265,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.33,280-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,24053,23982,24500,25806,25327,24943,24182,26717,30129,36417,40518,45560,49320,53402,47499,49116,53465,51626,55486,58721,50669,52234,40011,42895,41779,22068,22137,31257,
280,1.34,280-1.34,,,Travel,,,US$ Millions,,IMF,18036,17616,17702,18365,18230,18611,18036,19297,23144,27634,29111,32903,36094,39921,34752,34557,38928,38054,41283,43277,36895,37476,40011,42895,41779,22068,22137,31257,
280,1.35,280-1.35,,,Passenger transport,,,US$ Millions,,IMF,6017,6366,6798,7441,7097,6332,6146,7420,6985,8783,11407,12657,13226,13481,12747,14559,14537,13572,14203,15444,13774,14758,..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1.33,288-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,30,32,35,304,325,357,374,383,441,495,867,910,990,970,849,706,797,1154,1010,1027,911,952,919,996,1490,191,664,895,
288,1.34,288-1.34,,,Travel,,,US$ Millions,,IMF,11,13,15,284,304,335,351,358,414,466,836,861,908,919,768,620,694,914,853,897,819,846,850,944,1425,110,567,830,
288,1.35,288-1.35,,,Passenger transport,,,US$ Millions,,IMF,19,19,20,20,21,22,23,25,27,29,31,49,82,51,81,86,103,240,157,130,92,106,69,52,65,81,97,65,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.33,300-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4182,3759,3794,..,8839,9264,9219,10012,10852,12815,13455,14502,15683,17608,16038,13857,16269,14665,17433,19489,17547,16811,19139,21594,23003,6193,13666,20094,
300,1.34,300-1.34,,,Travel,,,US$ Millions,,IMF,4135,3723,3773,6188,8786,9221,9158,9916,10776,12721,13336,14409,15546,17438,14691,12478,14813,13210,16084,17820,15665,14727,16875,18821,20276,5015,12351,18141,
300,1.35,300-1.35,,,Passenger transport,,,US$ Millions,,IMF,47,36,21,..,53,43,61,96,76,94,119,93,137,170,1347,1379,1456,1455,1349,1669,1882,2084,2264,2773,2727,1178,1315,1953,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.33,308-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,1.34,308-1.34,,,Travel,,,US$ Millions,,IMF,76,79,78,83,88,93,83,91,104,86,71,94,129,127,112,112,117,122,120,388,422,437,482,522,560,186,232,569,
308,1.35,308-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.33,312-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,458,496,372,466,375,418,..,..,..,..,306,299,342,384,293,510,582,..,671,..,614,..,..,860,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
312,1.34,312-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,1.35,312-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.33,316-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,1.34,316-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,1.35,316-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.33,320-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,216,221,270,329,374,498,588,647,646,630,791,919,1055,1098.3,1086.3,1053.3,1077.4,1110,1160.7,1164.4,1169.5,1202.7,1217.6,1235.1,1227.2,328.5,393.1,992.1,
320,1.34,320-1.34,,,Travel,,,US$ Millions,,IMF,213,216,266,314,356,482,562,620,621,630,791,919,1055,1098,1086,1053,1077,1110,1160,1164,1169,1201,1213,1231,1221,327,388,987,
320,1.35,320-1.35,,,Passenger transport,,,US$ Millions,,IMF,3,5,4,15,18,16,26,27,25,..,..,..,..,0.3,0.3,0.3,0.4,..,0.7,0.4,0.5,1.7,4.6,4.1,6.2,1.5,5.1,5.1,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.33,324-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,0.911,9.3,4.8,4.3,5.8,7.8,8.2,..,..,..,..,..,1.1,2.4,4.9,2.04,2.12,1.68,..,17.099999999999998,27,16.599999999999998,16.599999999999998,4.7,10.4,1.29,12.799999999999999,10.56,
324,1.34,324-1.34,,,Travel,,,US$ Millions,,IMF,0.9,6.4,0.1,0.9,1.7,2,0.1,..,..,..,..,..,0.2,1.5,2.8,2,2.1,1.41,..,16.7,23,15.2,16.4,3.4,9.4,1.2,12.6,10.5,
324,1.35,324-1.35,,,Passenger transport,,,US$ Millions,,IMF,0.011,2.9,4.7,3.4,4.1,5.8,8.1,..,0.6,..,5.6,..,0.9,0.9,2.1,0.04,0.02,0.27,..,0.4,4,1.4,0.2,1.3,1,0.09,0.2,0.06,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.33,624-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,2.4,2.2,..,..,..,..,..,13.600000000000001,14.5,6.8,..,..,..,11.5,16.44,20,18.919999999999998,2.9,16.6,..,
624,1.34,624-1.34,,,Travel,,,US$ Millions,,IMF,..,..,3.1,..,..,..,2.7,2.3,1.8,1,1.6,2.8,28.4,38.2,12,13.3,14.1,6.6,17.4,20.8,17.3,11.5,16.3,19.8,18.9,2.9,16.3,..,
624,1.35,624-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,0.6,1.2,..,..,..,..,..,0.3,0.4,0.2,..,..,..,..,0.14,0.2,0.02,..,0.3,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.33,328-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,112,115,111,109,80,65,53,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,1.34,328-1.34,,,Travel,,,US$ Millions,,IMF,33,109,112,108,106,75,61,49,26,27,35,37,50,59,35,80,95,64,77,79,65,104,95,28,27,24,26,..,
328,1.35,328-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,3,3,3,3,5,4,4,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.33,332-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,1.34,332-1.34,,,Travel,,,US$ Millions,,IMF,90,96,107,131,135,128,105,108,96,93,80,126,190,360,416,383,456,447,546,578,609,549,588,620,450,102,110,73,
332,1.35,332-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.33,340-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,85,119,152,175,214,263,260,305,372,420,465,515.7,546.6,619.8,616.1,626.7,641.5,683.7,618,706,671,585,610,601,558,157,305,552,
340,1.34,340-1.34,,,Travel,,,US$ Millions,,IMF,80,115,146,168,208,260,256,301,364,414,463,515,546,619,616,625,637,679,608,698,664,578,603,592,549,155,303,540,
340,1.35,340-1.35,,,Passenger transport,,,US$ Millions,,IMF,5,4,6,7,6,3,4,4,8,6,2,0.7,0.6,0.8,0.1,1.7,4.5,4.7,10,8,7,7,7,9,9,2,2,12,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.33,344-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,7286,7307,8194,7923,9849,9004,11874,13588,15476,18237,20236,20291,27208,33169,37098,42426,46259,42229,37654,38138,42521,33045,..,..,..,"1/ The expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF) (Source: HKTB Visitors Survey).
2020-2022: IMF data, not comparable with those of previous years."
344,1.34,344-1.34,,,Travel,,,US$ Millions,1/,country,9604,11994,9979,5612,5463,5865,5904,7410,7072,8918,10179,11461,13566,15018,15978,21689,27038,31205,36108,39423,35574,31246,31682,35442,26493,2856,1850,3148,
344,1.35,344-1.35,,,Passenger transport,,,US$ Millions,1/,country,..,..,..,1674,1844,2329,2019,2439,1932,2956,3409,4015,4671,5218,4313,5519,6131,5893,6318,6836,6655,6408,6456,7079,6552,..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.33,348-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2938,3589,3824,3688,3622,3809,4191,3774,4119,4009,4761,4998,5628,7533,7013,6595,7239,6149,6671,7483,6929,7481,8448,9618,10225,4223,5791,8984,
348,1.34,348-1.34,,,Travel,,,US$ Millions,,IMF,2928,3562,3797,3646,3565,3733,4154,3728,4061,3914,4120,4254,4739,6443,5976,5587,5929,5057,5362,5864,5320,5674,6233,6887,7283,3229,4157,5573,
348,1.35,348-1.35,,,Passenger transport,,,US$ Millions,,IMF,10,27,27,42,57,76,37,46,58,95,641,744,889,1090,1037,1008,1310,1092,1309,1619,1609,1807,2215,2731,2942,994,1634,3411,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.33,352-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,309,312,314,372,380,386,383,415,486,558,635,702,848,881,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,1.34,352-1.34,,,Travel,,,US$ Millions,,IMF,186,176,173,207,222,227,232,256,319,370,413,478,601,624,550,562,752,866,1084,1396,1630,2429,3020,3134,2689,654,1303,2468,
352,1.35,352-1.35,,,Passenger transport,,,US$ Millions,,IMF,123,136,141,165,158,159,151,159,167,188,222,224,247,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.33,356-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,3598,3342,3300,4560,6307,7659,8915,11234,12462,..,..,..,18340,19042,20756,21472,23111,27878,29143,31661,13413,9135,22410,
356,1.34,356-1.34,,,Travel,,,US$ Millions,,IMF,2582,2831,2890,2949,3010,3460,3198,3102,4463,6170,7493,8634,10730,11832,11136,14490,17708,17972,18397,19700,21013,22427,27365,28568,30720,13036,8650,21360,
356,1.35,356-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,138,144,198,97,137,166,281,504,630,..,..,..,368,645,1056,459,684,513,575,941,377,485,1050,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.33,360-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,5797,4461,5226,5094,4890,5831,8150,6053,7618,9038,9463,10302,11567,12054,12566,14691,17915,18405,3603,548,7035.8,
360,1.34,360-1.34,,,Travel,,,US$ Millions,,IMF,5229,6184,6648,4255,4352,4975,5277,5285,4037,4798,4522,4448,5346,7377,5598,6958,7997,8324,9119,10261,10761,11206,13139,16426,16911,3382,521,6718.5,
360,1.35,360-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,512,424,428,572,442,485,773,455,660,1041,1139,1183,1306,1293,1360,1552,1489,1494,221,27,317.3,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.33,364-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,205,142,190,656,559,677,1122,1607,1266,1305,1025,1464,1950,1978,2259,2631,2489,2483,3306,4197,4771,4634,4531,5252,..,..,..,..,1/ From 2000 Source: Central Bank of Islamic Republic of Iran.
364,1.34,364-1.34,,,Travel,,,US$ Millions,1/,CB,67,19,16,490,403,467,891,1357,1033,1044,791,1216,1677,1737,2055,2438,2348,2345,3054,3841,4388,4288,4193,5024,..,..,..,..,
364,1.35,364-1.35,,,Passenger transport,,,US$ Millions,1/,CB,138,123,174,166,156,210,231,250,233,261,234,248,273,241,204,193,141,138,252,356,383,346,338,228,..,..,..,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.33,368-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,186,170,555,867,1432,1736,1557,1640,1682,1938,2833,3120,2959,1986,3593,955,1963,..,1/ 1995-2002 Source: Central Bank of Iraq.
368,1.34,368-1.34,,,Travel,,,US$ Millions,1/,IMF,18,15,14,15,1,2,15,45,..,..,168,144,516,845,1405,1660,1543,1634,1682,1938,2833,3120,2959,1986,3593,955,1963,..,
368,1.35,368-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,18,26,39,22,27,76,14,6,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.33,372-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2697.7927332635013,3022.329605669104,3181,..,3403,3517,3789,4228,5206,6075,6779,7668,9260,9972,8465,8185,9532,9255,10165,11101,11476,12649,14294,15276,14808,4665,5207,14186.3,
372,1.34,372-1.34,,,Travel,,,US$ Millions,,IMF,2211,2470,2578,3297,2621,2615,2791,3097,3862,4375,4781,5372,6072,6359,4964,4085,4215,3866,4470,4864,4783,5199,5662,6782,6417,2372,2662,6947,
372,1.35,372-1.35,,,Passenger transport,,,US$ Millions,,IMF,486.7927332635014,552.3296056691039,603,..,782,902,998,1131,1344,1700,1998,2296,3188,3613,3501,4100,5317,5389,5695,6237,6693,7450,8632,8494,8391,2293,2545,7239.3,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.33,376-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,3491,3506,3740,3598,4800,4611,2854,2426,2473,3169,3750,3736,4325,5401,4937,5638,5886,6183,6600,6616,6605,6616,7602,7969,8378,2629,2356,6266,1/ Including the expenditures of foreign workers in Israel.
376,1.34,376-1.34,,,Travel,,,US$ Millions,1/,IMF,2993,3053,3295,3157,4304,4114,2560,2145,2132,2737,3189,3196,3672,4650,4314,4920,5161,5449,5831,5887,5899,5912,6834,7146,7539,2468,2146,5518,
376,1.35,376-1.35,,,Passenger transport,,,US$ Millions,,IMF,498,453,445,441,496,497,294,281,341,432,561,540,653,751,623,718,725,734,769,729,706,704,768,823,839,161,210,748,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.33,380-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,30411,31884,31415,31339,29570,28712,26924,28213,32623,37893,38364,41666,46134,..,..,..,..,..,..,..,41415,42423,46719,51602,51910,20317,25355,44848,
380,1.34,380-1.34,,,Travel,,,US$ Millions,,IMF,28717,30015,29714,29814,28349,27498,25829,26893,31277,35398,35310,38276,42650,46217,40407,38432,43271,40943,43825,45562,39433,40381,44580,49066,49521,19895,24968,43699,
380,1.35,380-1.35,,,Passenger transport,,,US$ Millions,,IMF,1694,1869,1701,1525,1221,1214,1095,1320,1346,2495,3054,3390,3484,..,..,..,..,..,..,..,1982,2042,2139,2536,2389,422,387,1149,
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1.33,388-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1199,1218,1290,1380,1486,1577,1494,1482,1621,1733,1783,2094,2142,2222,2070,2095,2060,..,..,..,..,..,..,..,..,..,..,..,
388,1.34,388-1.34,,,Travel,,,US$ Millions,,IMF,1069,1092,1131,1197,1280,1333,1232,1209,1355,1438,1545,1870,1910,1976,1925,2001,2013,2069,2074,2255,2401,2539,2809,3099,3639,1256,2095,3621,
388,1.35,388-1.35,,,Passenger transport,,,US$ Millions,,IMF,130,126,159,183,206,244,262,273,266,295,238,224,232,246,145,94,47,..,..,..,..,..,..,..,..,..,..,..,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
