INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Tourism expenditure in the country,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
882,0,882-0,SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1.33,882-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,35.699440885284616,40.39802241076014,38.511843999999996,39.600471,42.5,..,..,..,..,70,73.8,88.4,102.4,111.6,115.2,123.7,134.9,148.2,137.2,147.7,142.4,148.7,167,192.3,206.1,23.06,0.2,57.6,1/ 2000-2003: country data.
882,1.34,882-1.34,,,Travel,,,US$ Millions,1/,IMF,35,40,38,39,42,41,39,45,54,69,73,87,102,111,115,123,134,148,136,147,142,148,166,192,206,23,..,57.1,
882,1.35,882-1.35,,,Passenger transport,,,US$ Millions,,IMF,0.6994408852846193,0.3980224107601433,0.511844,0.600471,0.5,..,..,..,..,1,0.8,1.4,0.4,0.6,0.2,0.7,0.9,0.2,1.2,0.7,0.4,0.7,1,0.3,0.1,0.06,0.2,0.5,
674,0,674-0,SAN MARINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1.33,674-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
674,1.34,674-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212,227,227,155,225,..,
674,1.35,674-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,0,678-0,SAO TOME AND PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1.33,678-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,1.34,678-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,4.1,9.2,9.9,6.2,6.9,7.4,7.7,7.3,6.7,5,7.7,8.3,11.1,15.9,15,30.6,56,62.1,68.8,65.9,71.9,44.7,16.4,30,47.5,
678,1.35,678-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
682,0,682-0,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1.33,682-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,3418,..,..,..,6907,6775,6744,7536,9317,8400,8690,9263,11183,13438,15020,16974,19849,4646,4639,26517,"1/ 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
2/ The country provides UNWTO with aggregate expenditure figures that differ significantly from the International Monetary Fund data used in the preparation of this edition of the Compendium. The country figures (Ministry of Tourism estimates) are as follows (US$ Mn):
                 2017            2018       2019          2020      2021       2022

1.33      32,490    31,397    34,980      7,002     5,293    29,422
1.34      26,074    24,927    27,561      5,360     3,924    26,212
1.35        6,415      6,470       7,419      1,642     1,369      3,210

1.36      26,074    24,927    27,561      5,360     3,924    26,212
1.37      21,172    20,532    22,115      4,456     2,514    22,391
1.38        4,902       4,396      5,446         905     1,410      3,821"
682,1.34,682-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,6486,4626,4769,5971,5910,5995,6712,8459,7432,7651,8238,10130,11096,12056,13790,16431,4036,3817,23475,
682,1.35,682-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,936,865,749,824,858,968,1039,1025,1053,2342,2964,3184,3418,610,822,3042,
686,0,686-0,SENEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1.33,686-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,168.1803070896948,164,171,181,183,152,175,210,269,286,334,329,622,640,475,464,525,469,495,482,417,439,470,557,586,136,416,..,
686,1.34,686-1.34,,,Travel,,,US$ Millions,,IMF,168,156,162,172,174,144,174,190,209,211,242,250,531,545,464,453,469,407,439,424,369,390,420,496,516,123,360,..,
686,1.35,686-1.35,,,Passenger transport,,,US$ Millions,,IMF,0.18030708969478873,8,9,9,9,8,1,20,60,75,92,79,91,95,11,11,56,62,56,58,48,49,50,61,70,13,56,..,
688,0,688-0,SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1.33,688-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,77,159,220,308,416,1018,1114,986,950,1149,1080,1221,1352,1322,1461,1706,1941,2000,1430,2179,3074,1/ 2002-2006: the expenditure figures are those provided by the country to UNWTO.
688,1.34,688-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,866,942,866,799,990,921,1053,1142,1048,1151,1345,1547,1604,1245,1882,2592,
688,1.35,688-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,152,172,120,151,159,159,168,210,274,310,361,394,396,185,297,482,
891,0,891-0,SERBIA AND MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1.33,891-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,42,43,45,40,19,30,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,1.34,891-1.34,,,Travel,,,US$ Millions,,IMF,42,43,45,40,19,30,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,1.35,891-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
690,0,690-0,SEYCHELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1.33,690-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,224,182,195,191,202,225,221,247,258,256,269,323,396,408,349,352,380,429,484,481,483,751,843,852,884,334,594,964,
690,1.34,690-1.34,,,Travel,,,US$ Millions,,IMF,129,141,157,135,136,139,146,164,171,172,192,228,326,309,257,274,291,388,430,398,392,660,741,800,856,327,588,935,
690,1.35,690-1.35,,,Passenger transport,,,US$ Millions,,IMF,95,41,38,56,66,86,75,83,87,84,77,95,70,99,92,78,89,41,54,83,91,91,102,52,28,7,6,29,
694,0,694-0,SIERRA LEONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.33,694-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
694,1.34,694-1.34,,,Travel,,,US$ Millions,,IMF,57,29,10,6,6,10,14,38,60,58,64,23,22,34,25,26,44,47,66,35,37,41,39,39,43,39,22.5,..,
694,1.35,694-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
702,0,702-0,SINGAPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.33,702-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
702,1.34,702-1.34,,,Travel,,,US$ Millions,,IMF,7611,7402,6326,4603,5089,5142,4641,4458,3842,5327,6209,7536,9066,10615,9225,14178,17929,18795,19231,19161,16617,18974,19914,20411,20300,5355,4109,11794,
702,1.35,702-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,0,658-0,SINT EUSTATIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.33,658-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,1.34,658-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,1.35,658-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
663,0,663-0,SINT MAARTEN (DUTCH PART),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.33,663-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,665,667,619,681,729,854,871,922,913,871,646,468,708,243,499,974.1,1/ 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius.
663,1.34,663-1.34,,,Travel,,,US$ Millions,1/,IMF,349,322,379,430,443,511,484,489,538,626,659,651,662,663,616,674,719,842,857,906,898,857,630,453,682,234,492,956.5,
663,1.35,663-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,3,4,3,7,10,12,14,16,15,14,16,15,26,9,7,17.6,
703,0,703-0,SLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.33,703-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,630,681,555,493,465,441,649,742,876,931,1282,1655,2352,3096,2541,2334,2515,2365,2702,2642,2480,2812,3024,3318,3350,1340,1179,1481,
703,1.34,703-1.34,,,Travel,,,US$ Millions,,IMF,623,673,545,488,461,433,641,736,865,905,1210,1521,2026,2681,2343,2227,2432,2295,2653,2600,2430,2751,2937,3193,3200,1305,1110,1341,
703,1.35,703-1.35,,,Passenger transport,,,US$ Millions,,IMF,7,8,10,5,4,8,8,6,11,26,72,134,326,415,198,107,83,70,49,42,50,61,87,125,150,35,69,140,
705,0,705-0,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.33,705-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,1128,1280,1225,1135,1011,1016,1059,1152,1427,1725,1894,2075,2464,2955,2817,2808,3048,2793,2966,3052,2594,2717.9,3055.1,3377.5,3353.1000000000004,1460.7,2032.2,3141.9,"1/ Since 2016: the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
705,1.34,705-1.34,,,Travel,,,US$ Millions,,IMF,1084,1240,1181,1088,958,961,1001,1086,1342,1624,1795,1961,2282,2697,2602,2627,2850,2626,2778,2843,2399,2517.5,2869,3181.1,3179.8,1413,1983.3,3090,
705,1.35,705-1.35,,,Passenger transport,,,US$ Millions,,IMF,44,40,44,47,53,55,58,66,85,101,99,114,182,258,215,181,198,167,188,209,195,200.4,186.1,196.4,173.3,47.7,48.9,51.9,
90,0,90-0,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.33,90-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,17.099999999999998,16,9.7,7.1,9.7,4,8.8,0.7999999999999999,1.6,3.52,6.4,30.900000000000002,33.1,31.2,39.3,50.8,65.89999999999999,65.4,70.5,64.8,60,71,79,92,82,7,..,14.399999999999999,
90,1.34,90-1.34,,,Travel,,,US$ Millions,,IMF,15.7,13.9,7.1,6.6,5.7,3.9,5.2,0.7,1.5,3.5,1.6,21.1,22.6,27.5,33.4,43.5,57.3,54.1,60.6,56,51,59,67,81,71,6,..,5.3,
90,1.35,90-1.35,,,Passenger transport,,,US$ Millions,,IMF,1.4,2.1,2.6,0.5,4,0.1,3.6,0.1,0.1,0.02,4.8,9.8,10.5,3.7,5.9,7.3,8.6,11.3,9.9,8.8,9,12,12,11,11,1,..,9.1,
706,0,706-0,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.33,706-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,1.34,706-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,1.35,706-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
710,0,710-0,SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.33,710-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2654,3137,3422,3419,3407,3338,3256,3695,6674,7571,8629,9211,10226,9178,8684,10309,10706,11202,10468,10484,9140,8807,9706,9789,9064,2716,2113,4793,
710,1.34,710-1.34,,,Travel,,,US$ Millions,,IMF,2126,2615,2851,2854,2800,2677,2569,2923,5712,6513,7516,8120,8779,7956,7624,9085,9515,9996,9245,9338,8259,7919,8817,8989,8390,2607,2108,4738,
710,1.35,710-1.35,,,Passenger transport,,,US$ Millions,,IMF,528,522,571,565,607,661,687,772,962,1058,1113,1091,1447,1222,1060,1224,1191,1206,1223,1146,881,888,889,800,674,109,5,55,
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.33,728-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,23.5,26,12,..,..,..,25,
728,1.34,728-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,17,23,16,1,..,..,..,6,
728,1.35,728-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,0.5,10,11,5.5,..,13.5,19,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.33,724-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,27369,29751,28649,31592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
724,1.34,724-1.34,,,Travel,,,US$ Millions,,IMF,25368,27168,26185,29117,32733,31528,32519,34130,42786,48746,51959,56181,63491,68875,59795,58348,67809,62936,68414,71656,62449,66982,75906,81420,79571,18379,34183,72097,
724,1.35,724-1.35,,,Passenger transport,,,US$ Millions,,IMF,2001,2583,2464,2475,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.33,144-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,367,282,351,369,414,388,347,594,709,808,729,733,750,803,754,1044,1421,1756,2506,3278,3978,4591,5083,5608,4663,1076,615,1356.8,
144,1.34,144-1.34,,,Travel,,,US$ Millions,,IMF,226,166,209,230,273,248,213,363,441,513,429,410,385,342,350,576,830,1039,1715,2431,2981,3518,3925,4381,3607,682,507,1136.3,
144,1.35,144-1.35,,,Passenger transport,,,US$ Millions,,IMF,141,116,142,139,141,140,134,231,268,295,300,323,365,461,404,468,591,717,791,847,997,1073,1158,1227,1056,394,108,220.5,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.33,275-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ West Bank and Gaza.
275,1.34,275-1.34,,,Travel,,,US$ Millions,1/,IMF,255,242,239,346,377,94,14,14,66,84,52,25,99,146,193,409,615,469,510,412,308,234,241,301,726,465,615,415,
275,1.35,275-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.33,736-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,1.34,736-1.34,,,Travel,,,US$ Millions,,IMF,8,8,4,2,2,5,3,108,17,21,114,194,390,255,231,82,179,772,773,967,949,1009,1029,1043,821,689,1077,1065,
736,1.35,736-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.33,740-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,52,44,38,36,45,42,26,17,18,52,96,109,73,83,70,69,69,79,92,103,99,74,61,73,64,19,14.2,32,
740,1.34,740-1.34,,,Travel,,,US$ Millions,,IMF,21,14,9,2,9,16,14,3,4,17,45,95,67,77,64,61,61,71,84,95,88,65,46,56,53,15,13,26,
740,1.35,740-1.35,,,Passenger transport,,,US$ Millions,,IMF,31,30,29,34,36,26,12,14,14,35,51,14,6,6,6,8,8,8,8,8,11,9,15,17,11,4,1.2,6,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.33,752-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4390,4534,4025,4997,4943,4825,5200,5671,6548,7686,7628,9714,11889,11732,9769,10674,..,..,..,..,..,..,..,..,..,..,..,..,
752,1.34,752-1.34,,,Travel,,,US$ Millions,,IMF,3471,3686,3600,4188,4132,4064,4253,4710,5304,6198,6554,8375,10216,9996,7807,8336,10209,10104,9166,9231,8374,9129,10019,9973,9173,4347,6062,8962,
752,1.35,752-1.35,,,Passenger transport,,,US$ Millions,,IMF,919,848,425,809,811,761,947,961,1244,1488,1074,1339,1673,1736,1962,2338,..,..,..,..,..,..,..,..,..,..,..,..,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.33,756-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,11354,10779,10036,10188,9135,9058,9392,9198,10427,11217,11914,12961,14934,18016,17023,17883,20809,19567,20239,21355,20138,19784,20398,21296,21378,11110,12123,19225,
756,1.34,756-1.34,,,Travel,,,US$ Millions,,IMF,9459,8891,7945,7991,6839,6566,6716,7231,8424,9288,9891,10784,12223,14698,14340,14811,17148,15994,16677,17765,16927,16749,17250,17996,18076,10143,11002,16200,
756,1.35,756-1.35,,,Passenger transport,,,US$ Millions,,IMF,1895,1888,2091,2197,2296,2492,2676,1967,2003,1929,2023,2177,2711,3318,2683,3072,3661,3573,3562,3590,3211,3035,3148,3300,3302,967,1121,3025,
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.33,760-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,877,1883,2035,2113,2972,3176,3781,6308,1816,..,..,..,..,..,..,..,..,..,..,..,
760,1.34,760-1.34,,,Travel,,,US$ Millions,,IMF,1258,1165,1013,1017,1031,1082,1150,970,773,1800,1944,2025,2884,3150,3757,6190,1753,..,..,..,..,..,..,..,..,..,..,..,
760,1.35,760-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,104,83,91,88,88,26,24,118,63,..,..,..,..,..,..,..,..,..,..,..,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.33,158-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,3985,4219,3943,3800,4057,4253,4849,5077,3578,4670,5740,5956,6274,7156,7956,10387,13067,14115,14782,17419,16987,12824,14847,16366,17102,2346,860,3381,1/ Source from 2017: Central Bank of Taiwan.
158,1.34,158-1.34,,,Travel,,,US$ Millions,,IMF,3287,3636,3403,3372,3571,3738,4335,4583,2977,4054,4977,5136,5213,5937,6816,8721,11065,11770,12323,14614,14387,10374,12315,13704,14411,1800,744,2747,
158,1.35,158-1.35,,,Passenger transport,,,US$ Millions,,IMF,698,583,540,428,486,515,514,494,601,616,763,820,1061,1219,1140,1666,2002,2345,2459,2805,2600,2450,2532,2662,2691,546,116,634,
762,0,762-0,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1.33,762-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,5,6.2,9.6,9.1,11.2,16.5,23.7,19.5,141.5,184.1,286.6,233.3,220.2,146,149.6,171.6,170.9,179.1,102.4,98.89999999999999,74,
762,1.34,762-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,1.6,1.5,1.2,1.6,2.1,3.3,4.2,2.4,2.5,1.1,1.6,1.3,1.2,1,3.6,7.6,8.9,13.7,6.4,11.1,18,
762,1.35,762-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,3.4,4.7,8.4,7.5,9.1,13.2,19.5,17.1,139,183,285,232,219,145,146,164,162,165.4,96,87.8,56,
834,0,834-0,"TANZANIA, UNITED REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1.33,834-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,343,404,467,381,626,639,654,762,835,986,1215,1293,1192,1279,1383,1754,1939,2047,1924,2149,2265,2465,2624.5,726,1324,2544,
834,1.34,834-1.34,,,Travel,,,US$ Millions,,IMF,502,473,339,399,464,377,615,635,647,746,824,950,1199,1289,1160,1255,1353,1713,1880,2010,1902,2132,2250,2449,2604.4,715,1310,2528,
834,1.35,834-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,4,5,3,4,11,4,7,16,11,36,16,4,32,24,30,41,59,37,22,17,15,16,20.1,11,14,16,
764,0,764-0,THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1.33,764-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,9257,10367,9052,7954,9416,9935,9378,10388,10456,13054,12103,16624,20625,22510,19811,23796,30924,34565,41765,38451,44851,48459,57057,61383,64371,14573,5276,16492,
764,1.34,764-1.34,,,Travel,,,US$ Millions,,IMF,8035,9089,7660,6174,7028,7483,7075,7901,7856,10043,9576,13401,16669,18173,16056,20104,27184,30654,37807,34822,41246,44786,52376,56366,59810,13403,5134,14918,
764,1.35,764-1.35,,,Passenger transport,,,US$ Millions,,IMF,1222,1278,1392,1780,2388,2452,2303,2487,2600,3011,2527,3223,3956,4337,3755,3692,3740,3911,3958,3629,3605,3673,4681,5017,4561,1170,142,1574,
626,0,626-0,TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1.33,626-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,1.34,626-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,20.3,26,14,16,24,18,21,29,35,51,58,73,78,70,26,12,43,
626,1.35,626-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,0,768-0,TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,1.33,768-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,15,10,11,14,16,26,25,27,23,38,44,73,105,209,206,233,233,212,223,245,269,264,151,..,..,
768,1.34,768-1.34,,,Travel,,,US$ Millions,,IMF,13,10,12,11,7,8,11,13,15,19,20,21,34,40,68,66,98,111,125,125,114,119,138,153,149,77,..,..,
768,1.35,768-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,4,3,3,3,3,11,6,7,2,4,4,5,39,111,95,108,108,98,104,107,116,115,74,..,..,
776,0,776-0,TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1.33,776-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,13.100000000000001,15,..,15.200000000000001,18,18.4,17.3,32.5,40,47,38.3,46.4,52.699999999999996,48.5,48.1,57.1,47.7,9.129999999999999,9.66,"1/ 1999, 2000 Source: National Reserve Bank of Tonga."
776,1.34,776-1.34,,,Travel,,,US$ Millions,1/,IMF,10,13,16,8,9,7,6.8,5.9,10.3,12.8,14.9,15.7,14.4,17.5,17.9,16.2,31.4,38.2,44.4,36,43.3,51.3,48.2,48,56.9,47,9.1,9.6,
776,1.35,776-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,0.3,0.1,..,0.8,0.5,0.5,1.1,1.1,1.8,2.6,2.3,3.1,1.4,0.3,0.1,0.2,0.7,0.03,0.06,
780,0,780-0,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1.33,780-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,232,262,344,356,365,371,361,402,437,568,593,517,621,557,548,630,650,852,856,875,809,708,717,541,481,152,116.8,505.6,
780,1.34,780-1.34,,,Travel,,,US$ Millions,,IMF,77,108,193,201,210,213,201,242,249,341,453,382,463,397,367,450,472,413,430,447,531,464,453,429,436,144,52.5,324.3,
780,1.35,780-1.35,,,Passenger transport,,,US$ Millions,,IMF,155,154,151,155,155,158,160,160,188,227,140,135,158,160,181,180,178,439,426,428,278,244,264,112,45,8,64.3,181.3,
788,0,788-0,TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1.33,788-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1838,1895,1858,1980,2118,1977,2061,1831,1935,2432,2800,2999,3373,3909,3524,3477,2529,2931,2863,3042,1869,1706,1782,2632,3030,1153,1462,2546,
788,1.34,788-1.34,,,Travel,,,US$ Millions,,IMF,1530,1588,1543,1657,1827,1682,1751,1523,1583,1970,2143,2275,2575,2953,2773,2645,1914,2227,2191,2359,1381,1236,1305,2053,2463,998,1246,2028,
