INDEX,Unnamed: 1,Unnamed: 2,5. EMPLOYMENT: Number of employees by tourism industries,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
140,5.7,140-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,5.1,148-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.2,148-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.3,148-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.4,148-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.5,148-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.6,148-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,5.7,148-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: ""SII (Servicio de Impuestos Internos)"". 2016: estimated data."
152,5.1,152-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,205.79999999999995,219.00000000000003,226.90000000000003,248.89999999999998,272.5,267,286.8,382.4,390.5,395.40000000000003,408.29999999999995,433.5,450.5,636.4000000000001,645.8000000000001,456.5,504,587.6999999999999,
152,5.2,152-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,20.7,21.2,26.1,29,29.6,28.4,31,44.4,43.8,43,45,44.9,44.5,..,..,..,..,..,
152,5.3,152-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,1.6,1.7,2.7,3,3.4,6,7.4,8.8,9,12.2,12.8,13.6,13.9,..,..,..,..,..,
152,5.4,152-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,94.8,96.5,89.4,91.9,106.5,99.1,102.6,122.1,128.1,127.8,135.2,146.2,150.4,..,..,..,..,..,
152,5.5,152-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,29.7,30.8,44.6,48.3,42.7,43.9,47.5,65.7,65.9,65.5,64,65.5,68,107.2,104.1,87.2,92.5,100.3,
152,5.6,152-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,4.7,4.9,5.8,6.1,5.5,5.7,5.8,7.6,7.6,8.1,8.4,9,9.5,..,..,..,..,..,
152,5.7,152-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,54.3,63.9,58.3,70.6,84.8,83.9,92.5,133.8,136.1,138.8,142.9,154.3,164.2,529.2,541.7,369.3,411.5,487.4,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,5.1,156-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.2,156-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.3,156-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.4,156-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.5,156-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.6,156-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,5.7,156-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5.1,170-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.2,170-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.3,170-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.4,170-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.5,170-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.6,170-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,5.7,170-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,5.1,174-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,1,1.6999999999999997,..,
174,5.2,174-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,0.2,0.6,..,
174,5.3,174-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,5.4,174-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.5,0.7,..,
174,5.5,174-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
174,5.6,174-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.3,0.4,..,
174,5.7,174-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,5.1,178-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.144000000000002,25.299999999999997,26.699999999999996,26.6,10.600000000000001,7.5,..,..,..,..,
178,5.2,178-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.504,8.6,9.4,8.9,6.7,4.4,..,..,..,..,
178,5.3,178-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,5.4,178-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.34,16.3,16.9,17.2,3.6,2.8,..,..,..,..,
178,5.5,178-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
178,5.6,178-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.4,0.4,0.5,0.3,0.3,..,..,..,..,
178,5.7,178-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,5.1,180-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.2,180-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.3,180-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.4,180-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.5,180-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.6,180-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,5.7,180-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,5.1,184-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.2,184-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.3,184-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.4,184-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.5,184-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.6,184-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,5.7,184-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Employment in the tourism industries, continuous survey on employment (“ECE”), “INEC”."
188,5.1,188-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.5,147.90000000000003,156.60000000000002,152.4,155.3,161,170.89999999999998,127.50000000000001,150.484,169.2,
188,5.2,188-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8,26.4,30.1,30.1,28.7,27.6,31.7,17.9,24.293,29.6,
188,5.3,188-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,5.4,188-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.3,87.4,92.7,89.7,98.8,99.4,103.1,89.4,100.963,107.4,
188,5.5,188-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.1,2.9,4.9,7.2,4.1,8.4,7,9.8,13.496,15.5,
188,5.6,188-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,7.9,6.3,5.2,5.9,6.2,5,3,..,..,
188,5.7,188-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8,23.3,22.6,20.2,17.8,19.4,24.1,7.4,11.732,16.7,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data obtained from ratios calculated on the basis of a census carried out by the Ministry of Tourism in 2015.
384,5.1,384-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.99199999999999,121.10000000000001,121.10000000000001,128.79999999999998,132.7,137.4,148.2,
384,5.2,384-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.68,50.6,50.6,53.6,..,..,..,
384,5.3,384-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,5.4,384-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.8,64.4,64.4,67.6,..,..,..,
384,5.5,384-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,5.6,384-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.39,4.512,5.7,5.7,7.2,..,..,..,
384,5.7,384-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.4,0.4,..,..,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ The classification used is NACE Rev. 2.
191,5.1,191-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,49.5,52.8,55.5,51.7,51.4,52.7,54.9,55.900000000000006,62.5,61.3,73.4,79.5,86.6,91.6,78.50000000000001,80.2,91.4,
191,5.2,191-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,29.3,30.6,31.7,30.1,29.6,30.3,31,30.9,32.2,31.5,35.7,38.8,41.8,44.3,35.1,36.2,42.8,
191,5.3,191-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,5.4,191-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,15.7,17.2,18.6,16.4,16.7,17.2,18.5,19.8,24.5,23.9,32.2,35.1,38.7,41,38.2,39.5,43.7,
191,5.5,191-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,5.6,191-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,4.5,5,5.2,5.2,5.1,5.2,5.4,5.2,5.8,5.9,5.5,5.6,6.1,6.3,5.2,4.5,4.9,
191,5.7,191-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5.1,192-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.2,192-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.3,192-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.4,192-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.5,192-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.6,192-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,5.7,192-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,5.1,535-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.2,535-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.3,535-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.4,535-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.5,535-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.6,535-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,5.7,535-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Data extracted from the Hotels and Restaurants Statistics which result from the Services Survey conducted by the Statistical Service of Cyprus. Data reported concerns tourist enterprises which fall under the NACE Rev.2 codes 55101 and 55102.
2/ Data extracted from the Hotels and Restaurants Statistics which result from the Services Survey conducted by the Statistical Service of Cyprus. It refers to NACE Rev. 2 codes 5520+, 5530+ and 5590).
3/ Data extracted from the Hotels and Restaurants Statistics which result from the Services Survey conducted by the Statistical Service of Cyprus. It refers to NACE Rev. 2 code 56.
4/ Data extracted from the Statistics on Business Services which result from the Services Survey conducted by the Statistical Service of Cyprus. It refers to NACE Rev. 2 code 79."
196,5.1,196-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,45.2,46.480000000000004,48.35,49.050000000000004,50.29,39.364999999999995,38.103,39.440000000000005,38.782,37.699999999999996,35.099999999999994,37.9,39.4,42.9,46.199999999999996,..,..,..,..,..,
196,5.2,196-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,1/,..,..,..,..,..,..,..,..,14.16,13.75,13.74,13.91,14.23,16.5,15.023,16.132,16.819,16.8,16.3,17,17.1,18.5,19.9,..,..,..,..,..,
196,5.3,196-5.3,,,,Other accommodation services,,Thousands,2/,..,..,..,..,..,..,..,..,..,..,..,..,..,0.485,0.494,0.509,0.479,0.5,0.4,0.5,0.5,0.6,0.6,..,..,..,..,..,
196,5.4,196-5.4,,,,Food and beverage serving activities,,Thousands,3/,..,..,..,..,..,..,..,..,14.27,15.2,16.14,17.14,18.05,19.967,20.571,20.786,19.43,18.5,16.9,18.9,20.2,22,23.9,..,..,..,..,..,
196,5.5,196-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,9.28,9.64,10.33,10.23,10.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,5.6,196-5.6,,,,Travel agencies and other reservation services activities,,Thousands,4/,..,..,..,..,..,..,..,..,2.43,2.58,2.67,2.57,2.62,2.413,2.015,2.013,2.054,1.9,1.5,1.5,1.6,1.8,1.8,..,..,..,..,..,
196,5.7,196-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,5.06,5.31,5.47,5.2,5.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,5.1,203-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,233.50799999999998,232.87099999999998,233.704,231.474,236.0243438,241.23551915000002,239.49894985018446,235.5687637547228,232.6,229.59999999999997,228.7219601793686,225.00308984915853,229.15300000000002,233.3,238.79999999999998,240.587,239.60000000000002,238.77999999999997,215.2,..,
203,5.2,203-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,38.806,38.198,39.586,40.525,41.439370000000004,44.14761,42.305197245943766,38.23934,41.9,39.9,39.6,39.04153,41,41.9,42.2,42.7,42.2,43.13,33,..,
203,5.3,203-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,5.4,203-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,64.399,66.362,67.073,63.784,65.98935,66.22333,67.80067881933006,71.12101390958432,69.7,69.8,69.10348478077282,65.65777827954854,66.2,67.9,71.3,71.43,69.7,68.69,62.1,..,
203,5.5,203-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,40.438,39.215,37.84,36.939,35.951261,37.124702,36.21934231872143,34.03782540552854,28.8,27.5,27.3,27.2,27.3,27.2,27.2,27.51,27.3,27.58,30.4,..,
203,5.6,203-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,13.647,13.975,14.264,15.06,13.894,14.728,13.836072286452172,14.875,12.1,12.2,12.9,12.341,12.853,13,13.7,13.997,15.1,14.04,9.4,..,
203,5.7,203-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,76.218,75.121,74.941,75.166,78.75036279999999,79.01187715,79.33765917973702,77.29558443960993,80.1,80.2,79.81847539859578,80.76278156961,81.8,83.3,84.4,84.95,85.3,85.34,80.3,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,5.1,208-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,162.84799999999998,168.49599999999998,152.9,145.7,147.7,151,158.50000000000003,158.9,171.931,179.96800000000002,187.999,193.148,197.36200000000002,201.20000000000002,167.6,200.8,207.5,
208,5.2,208-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,17.884,18.779,15.7,14.1,14.1,14,14.5,14.7,16.073,16.683,16.92,17.48,17.729,18.3,13.1,18.2,20,
208,5.3,208-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,7.652,8.441,7.6,6.6,6.6,6.1,6.1,6.1,6.978,7.147,7.448,7.606,7.98,8,6.5,8.3,8.7,
208,5.4,208-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,82.6,86.988,79.1,76.5,77.5,83.5,88.7,91.4,100.314,106.761,113.735,117.758,120.394,123.5,105.4,130.5,131.8,
208,5.5,208-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,48.099,47.146,44.6,43.3,44.3,42.2,43.9,41.4,42.963,43.756,43.986,44.097,45.134,45.1,38.6,39.8,42.1,
