INDEX,Unnamed: 1,Unnamed: 2,3. OUTBOUND TOURISM: Departures,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
392,3.2,392-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
392,3.3,392-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.1,400-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,2288,2466,3086,2194,1780,1744,1407,1633,1745,..,..,..,..,..,..,
400,3.2,400-3.2,,,,Overnights visitors (tourists),,Thousands,,1128,1141,1233,1347,1561,1625,1755,1276,1229,1420,1523,2139,2094,1972,2054,2708,1931,1567,1498,1230,..,1511,1592,1501,1537,406,846,1399,
400,3.3,400-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,316,412,378,263,214,246,177,..,234,..,..,..,..,..,..,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3.1,398-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,3688,4544,4330,5423,6019,8020,9066,10144,10450,11303,9756,10261,10646,10707,2865,3501,7670,
398,3.2,398-3.2,,,,Overnights visitors (tourists),,Thousands,,..,523,419,502,398,1247,2294,2274,2374,3915,2975,3615,4449,4239,5309,5893,7852,8875,9931,10230,..,..,..,..,..,..,..,..,
398,3.3,398-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,73,95,91,114,126,168,190,213,220,..,..,..,..,..,..,..,..,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3.1,404-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
404,3.2,404-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
404,3.3,404-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,3.1,296-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,3.2,296-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,3.3,296-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3.1,408-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.2,408-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.3,408-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3.1,410-3.1,,,Total departures,,,Thousands,,3819,4649,4542,3067,4342,5508,6084,7123,7086,8826,10080,11610,13325,11996,9494,12488,12694,13737,14846,16081,19310,22383,26496,28696,28714,4276,1223,6554,
410,3.2,410-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,3.3,410-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3.1,414-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,3.2,414-3.2,,,,Overnights visitors (tourists),,Thousands,,878,1051,1097,1264,1209,1236,1666,1725,1774,1928,2173,2529,2649,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,3.3,414-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3.1,417-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,2273,2354,1342,3061,3621,3993,3790,4008,4185,4446,6839,5314,1520,1808,3734,
417,3.2,417-3.2,,,,Overnights visitors (tourists),,Thousands,,42,..,..,33,45,47,46,59,116,239,201,454,559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,3.3,417-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,3.1,418-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1686,1788,2052,2857,3320,3067,3059,3049,3207,2690,707,..,..,
418,3.2,418-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,3.3,418-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2012 source: Household survey.
428,3.1,428-3.1,,,Total departures,,,Thousands,,1812,1798,1877,1961,2256,2596,2697,2306,2286,2457,2959,3151,3398,3782,3268,3332,3257,1830,1776,1846,1720,1939,2055,2175,2384,690,629,1729,
428,3.2,428-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1573,1650,1530,1398,1246,1362,1242,1250,1265,1368,1480,432,512,1303,
428,3.3,428-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1695,1682,1727,432,530,484,478,689,790,807,904,258,117,426,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,3.1,422-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,3.2,422-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,3.3,422-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3.1,426-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,3.2,426-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,3.3,426-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,3.1,430-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,3.2,430-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,3.3,430-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,3.1,434-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,3.2,434-3.2,,,,Overnights visitors (tourists),,Thousands,,484,493,650,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,3.3,434-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3.1,438-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.2,438-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.3,438-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,3.1,440-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,4362,3627,3847,3639,4311,4020,4108,4228,4292,3981,4143,4294,4702,4881,1643,1743,3999,
440,3.2,440-3.2,,,,Overnights visitors (tourists),,Thousands,,1925,2864,2981,3241,3487,3632,3390,3584,3502,..,1633,1789,1661,1757,1288,1411,1526,1708,1764,1789,1860,1953,2032,2244,2347,682,830.2,1919,
440,3.3,440-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,2572,1967,2090,2351,2900,2493,2401,2464,2503,2121,2191,2262,2458,2534,961,912.9,2079,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,3.1,442-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,3.2,442-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,694,757,809,950,923,1049,1021,1100,1185,1084,1132,1190,1362,1237,1643,1580,1624,1815,1702,1588,2346,2510,2548,1460,1814,2819,
442,3.3,442-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3.1,446-3.1,,,Total departures,,,Thousands,,7880.149,10155.372,12072.223,9371.366,10337.472,14587.701,18223.283,20479.862,19234.295,22054.228,26083.957,25758.6,25095.21,25101.35,24996.957,25638.668,26355.133,23919.072,23534.854,23704.57,26049.73,26640.929,27756.617,28437.881,30429.177,14425.65,20875.667,21153.898,
446,3.2,446-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,3.3,446-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.1,450-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,3.2,450-3.2,,,,Overnights visitors (tourists),,Thousands,,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,3.3,450-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3.1,454-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,244,..,..,..,
454,3.2,454-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,
454,3.3,454-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Outgoing Peninsular Malaysians, including departures via Johore Causeway by road."
458,3.1,458-3.1,,,Total departures,,,Thousands,1/,20642,23333,26165,25631,26067,30532,36248,29866,32201,30761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,3.2,458-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,3.3,458-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.1,462-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,3.2,462-3.2,,,,Overnights visitors (tourists),,Thousands,,32,32,33,37,42,42,41,43,44,61,77,74,102,123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,3.3,462-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.1,466-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,3.2,466-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,3.3,466-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.1,470-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,292,292,328,348,368,404,430,456,550,633,728,774,218,344,695,
470,3.2,470-3.2,,,,Overnights visitors (tourists),,Thousands,,163,168,172,167,179,200,179,157,174,203,225,257,280,261,264,294,309,331,363,391,428,497,573,667,707,197,303,601.7,
470,3.3,470-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,31,28,34,39,37,41,39,48,53,60,61,67,21,41,93,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,3.1,584-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,3.2,584-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,3.3,584-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.1,474-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.2,474-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.3,474-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.1,478-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,3.2,478-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,3.3,478-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.1,480-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,3.2,480-3.2,,,,Overnights visitors (tourists),,Thousands,,107,120,132,143,154,163,161,162,161,180,183,186,213,226,196,212,219,237,228,223,242,260,283,296,320,65,42,229.3,
480,3.3,480-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,3.1,484-3.1,,,Total departures,,,Thousands,,103161,103442,107242,107927,117383,127268,123732,124633,123015,128903,128392,122022,109540,107519,98228,91658,88113,87332,90787,90982,94988,97372,94274,86280,82752,36056,32978,41891,
484,3.2,484-3.2,,,,Overnights visitors (tourists),,Thousands,,8450,9001,8910,9637,10352,11079,12075,11948,11044,12494,13305,14002,15257,14527,14104,14334,14799,15581,15911,18261,19603,20223,19067,19748,19810,7345,11685,13750,
484,3.3,484-3.3,,,,Same-day visitors (excursionists),,Thousands,,94710,94441,98332,98290,107031,116189,111657,112685,111971,116409,115087,108020,94283,92992,84124,77323,73314,71913,74876,72721,75385,77149,75208,66531,62942,28710.5,21292,28140,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,3.1,583-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,3.2,583-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,3.3,583-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences).
498,3.1,498-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.3,117.2,136.1,146.8,157.6,180.6,189.8,177,229,264,311,75,218,325,
498,3.2,498-3.2,,,,Overnights visitors (tourists),,Thousands,,71,54,35,28,37,32,30,52,67,68,57,68,82,85,93,116.9,135.9,146.4,157.3,179.5,185.7,170,216,251,289,73,216.6,317.2,
498,3.3,498-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.4,0.3,1.1,4.1,7,13,13,21,2,1,7.4,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.1,492-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.2,492-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.3,492-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,3.1,496-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,3.2,496-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,3.3,496-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3.1,499-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,3.2,499-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,3.3,499-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.1,500-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,3.2,500-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,3.3,500-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
